Spat_code	unit	B_3_99
SE33_10kmE467N465	ha	0
SE33_10kmE467N465	flg	-1
SE33_10kmE467N468	ha	0
SE33_10kmE467N468	flg	-1
SE33_10kmE467N473	ha	0
SE33_10kmE467N473	flg	-1
SE33_10kmE468N459	ha	0
SE33_10kmE468N459	flg	-1
SE33_10kmE468N467	ha	170
SE33_10kmE468N467	flg	
SE33_10kmE468N470	ha	360
SE33_10kmE468N470	flg	
SE33_10kmE468N475	ha	0
SE33_10kmE468N475	flg	-1
SE33_10kmE469N456	ha	40
SE33_10kmE469N456	flg	
SE33_10kmE469N460	ha	0
SE33_10kmE469N460	flg	-1
SE33_10kmE469N463	ha	0
SE33_10kmE469N463	flg	-1
SE33_10kmE469N466	ha	0
SE33_10kmE469N466	flg	-1
SE33_10kmE469N470	ha	230
SE33_10kmE469N470	flg	
SE33_10kmE469N478	ha	80
SE33_10kmE469N478	flg	
SE33_10kmE470N465	ha	80
SE33_10kmE470N465	flg	
SE33_10kmE471N458	ha	0
SE33_10kmE471N458	flg	-1
SE33_10kmE471N461	ha	0
SE33_10kmE471N461	flg	-1
SE33_10kmE471N462	ha	0
SE33_10kmE471N462	flg	-1
SE33_10kmE471N466	ha	0
SE33_10kmE471N466	flg	-1
SE33_10kmE471N477	ha	0
SE33_10kmE471N477	flg	-1
SE33_10kmE472N460	ha	0
SE33_10kmE472N460	flg	-1
SE33_10kmE472N461	ha	30
SE33_10kmE472N461	flg	
SE33_10kmE472N464	ha	80
SE33_10kmE472N464	flg	
SE33_10kmE472N466	ha	0
SE33_10kmE472N466	flg	-1
SE33_10kmE473N457	ha	0
SE33_10kmE473N457	flg	-1
SE33_10kmE473N458	ha	0
SE33_10kmE473N458	flg	-1
SE33_10kmE473N462	ha	0
SE33_10kmE473N462	flg	-1
SE33_10kmE473N463	ha	0
SE33_10kmE473N463	flg	-1
SE33_10kmE473N464	ha	20
SE33_10kmE473N464	flg	
SE33_10kmE473N468	ha	120
SE33_10kmE473N468	flg	
SE33_10kmE473N469	ha	80
SE33_10kmE473N469	flg	
SE33_10kmE473N474	ha	0
SE33_10kmE473N474	flg	-1
SE33_10kmE473N476	ha	40
SE33_10kmE473N476	flg	
SE33_10kmE473N487	ha	0
SE33_10kmE473N487	flg	-1
SE33_10kmE474N456	ha	0
SE33_10kmE474N456	flg	-1
SE33_10kmE474N460	ha	0
SE33_10kmE474N460	flg	-1
SE33_10kmE474N461	ha	0
SE33_10kmE474N461	flg	-1
SE33_10kmE474N466	ha	0
SE33_10kmE474N466	flg	-1
SE33_10kmE474N468	ha	0
SE33_10kmE474N468	flg	-1
SE33_10kmE474N475	ha	0
SE33_10kmE474N475	flg	-1
SE33_10kmE475N455	ha	110
SE33_10kmE475N455	flg	
SE33_10kmE475N456	ha	0
SE33_10kmE475N456	flg	-1
SE33_10kmE475N459	ha	220
SE33_10kmE475N459	flg	
SE33_10kmE475N500	ha	0
SE33_10kmE475N500	flg	-1
SE33_10kmE476N456	ha	460
SE33_10kmE476N456	flg	
SE33_10kmE476N457	ha	500
SE33_10kmE476N457	flg	
SE33_10kmE476N458	ha	0
SE33_10kmE476N458	flg	-1
SE33_10kmE476N461	ha	0
SE33_10kmE476N461	flg	-1
SE33_10kmE476N469	ha	0
SE33_10kmE476N469	flg	-1
SE33_10kmE476N472	ha	110
SE33_10kmE476N472	flg	
SE33_10kmE476N486	ha	0
SE33_10kmE476N486	flg	-1
SE33_10kmE477N453	ha	50
SE33_10kmE477N453	flg	
SE33_10kmE477N454	ha	180
SE33_10kmE477N454	flg	
SE33_10kmE477N455	ha	350
SE33_10kmE477N455	flg	
SE33_10kmE477N456	ha	280
SE33_10kmE477N456	flg	
SE33_10kmE477N457	ha	400
SE33_10kmE477N457	flg	
SE33_10kmE477N458	ha	50
SE33_10kmE477N458	flg	
SE33_10kmE477N460	ha	350
SE33_10kmE477N460	flg	
SE33_10kmE477N462	ha	0
SE33_10kmE477N462	flg	-1
SE33_10kmE477N465	ha	360
SE33_10kmE477N465	flg	
SE33_10kmE477N467	ha	390
SE33_10kmE477N467	flg	
SE33_10kmE477N471	ha	370
SE33_10kmE477N471	flg	
SE33_10kmE478N451	ha	220
SE33_10kmE478N451	flg	
SE33_10kmE478N452	ha	150
SE33_10kmE478N452	flg	
SE33_10kmE478N453	ha	470
SE33_10kmE478N453	flg	
SE33_10kmE478N454	ha	260
SE33_10kmE478N454	flg	
SE33_10kmE478N455	ha	270
SE33_10kmE478N455	flg	
SE33_10kmE478N456	ha	100
SE33_10kmE478N456	flg	
SE33_10kmE478N457	ha	0
SE33_10kmE478N457	flg	-1
SE33_10kmE478N458	ha	80
SE33_10kmE478N458	flg	
SE33_10kmE478N459	ha	350
SE33_10kmE478N459	flg	
SE33_10kmE478N460	ha	0
SE33_10kmE478N460	flg	-1
SE33_10kmE478N461	ha	0
SE33_10kmE478N461	flg	-1
SE33_10kmE478N462	ha	50
SE33_10kmE478N462	flg	
SE33_10kmE478N464	ha	40
SE33_10kmE478N464	flg	
SE33_10kmE478N468	ha	0
SE33_10kmE478N468	flg	-1
SE33_10kmE478N473	ha	0
SE33_10kmE478N473	flg	-1
SE33_10kmE478N493	ha	0
SE33_10kmE478N493	flg	-1
SE33_10kmE479N452	ha	90
SE33_10kmE479N452	flg	
SE33_10kmE479N453	ha	250
SE33_10kmE479N453	flg	
SE33_10kmE479N454	ha	1020
SE33_10kmE479N454	flg	
SE33_10kmE479N455	ha	700
SE33_10kmE479N455	flg	
SE33_10kmE479N456	ha	730
SE33_10kmE479N456	flg	
SE33_10kmE479N457	ha	930
SE33_10kmE479N457	flg	
SE33_10kmE479N458	ha	560
SE33_10kmE479N458	flg	
SE33_10kmE479N459	ha	0
SE33_10kmE479N459	flg	-1
SE33_10kmE479N460	ha	150
SE33_10kmE479N460	flg	
SE33_10kmE479N461	ha	0
SE33_10kmE479N461	flg	-1
SE33_10kmE479N462	ha	0
SE33_10kmE479N462	flg	-1
SE33_10kmE479N466	ha	80
SE33_10kmE479N466	flg	
SE33_10kmE479N467	ha	200
SE33_10kmE479N467	flg	
SE33_10kmE479N469	ha	0
SE33_10kmE479N469	flg	-1
SE33_10kmE479N484	ha	0
SE33_10kmE479N484	flg	-1
SE33_10kmE479N492	ha	0
SE33_10kmE479N492	flg	-1
SE33_10kmE480N452	ha	0
SE33_10kmE480N452	flg	-1
SE33_10kmE480N453	ha	290
SE33_10kmE480N453	flg	
SE33_10kmE480N454	ha	320
SE33_10kmE480N454	flg	
SE33_10kmE480N455	ha	570
SE33_10kmE480N455	flg	
SE33_10kmE480N456	ha	1540
SE33_10kmE480N456	flg	
SE33_10kmE480N457	ha	350
SE33_10kmE480N457	flg	
SE33_10kmE480N458	ha	920
SE33_10kmE480N458	flg	
SE33_10kmE480N459	ha	0
SE33_10kmE480N459	flg	-1
SE33_10kmE480N460	ha	180
SE33_10kmE480N460	flg	
SE33_10kmE480N464	ha	40
SE33_10kmE480N464	flg	
SE33_10kmE480N466	ha	0
SE33_10kmE480N466	flg	-1
SE33_10kmE480N467	ha	50
SE33_10kmE480N467	flg	
SE33_10kmE480N468	ha	0
SE33_10kmE480N468	flg	-1
SE33_10kmE480N469	ha	20
SE33_10kmE480N469	flg	
SE33_10kmE480N477	ha	110
SE33_10kmE480N477	flg	
SE33_10kmE480N478	ha	80
SE33_10kmE480N478	flg	
SE33_10kmE480N484	ha	40
SE33_10kmE480N484	flg	
SE33_10kmE480N503	ha	140
SE33_10kmE480N503	flg	
SE33_10kmE481N453	ha	0
SE33_10kmE481N453	flg	-1
SE33_10kmE481N454	ha	60
SE33_10kmE481N454	flg	
SE33_10kmE481N455	ha	810
SE33_10kmE481N455	flg	
SE33_10kmE481N456	ha	850
SE33_10kmE481N456	flg	
SE33_10kmE481N457	ha	670
SE33_10kmE481N457	flg	
SE33_10kmE481N458	ha	670
SE33_10kmE481N458	flg	
SE33_10kmE481N459	ha	160
SE33_10kmE481N459	flg	
SE33_10kmE481N460	ha	150
SE33_10kmE481N460	flg	
SE33_10kmE481N461	ha	90
SE33_10kmE481N461	flg	
SE33_10kmE481N462	ha	0
SE33_10kmE481N462	flg	-1
SE33_10kmE481N463	ha	80
SE33_10kmE481N463	flg	
SE33_10kmE481N465	ha	50
SE33_10kmE481N465	flg	
SE33_10kmE481N466	ha	50
SE33_10kmE481N466	flg	
SE33_10kmE481N467	ha	120
SE33_10kmE481N467	flg	
SE33_10kmE481N470	ha	0
SE33_10kmE481N470	flg	-1
SE33_10kmE481N473	ha	90
SE33_10kmE481N473	flg	
SE33_10kmE481N477	ha	300
SE33_10kmE481N477	flg	
SE33_10kmE481N481	ha	0
SE33_10kmE481N481	flg	-1
SE33_10kmE481N482	ha	140
SE33_10kmE481N482	flg	
SE33_10kmE481N490	ha	60
SE33_10kmE481N490	flg	
SE33_10kmE482N454	ha	0
SE33_10kmE482N454	flg	-1
SE33_10kmE482N455	ha	1100
SE33_10kmE482N455	flg	
SE33_10kmE482N456	ha	660
SE33_10kmE482N456	flg	
SE33_10kmE482N457	ha	760
SE33_10kmE482N457	flg	
SE33_10kmE482N458	ha	310
SE33_10kmE482N458	flg	
SE33_10kmE482N459	ha	240
SE33_10kmE482N459	flg	
SE33_10kmE482N460	ha	160
SE33_10kmE482N460	flg	
SE33_10kmE482N461	ha	680
SE33_10kmE482N461	flg	
SE33_10kmE482N462	ha	260
SE33_10kmE482N462	flg	
SE33_10kmE482N463	ha	180
SE33_10kmE482N463	flg	
SE33_10kmE482N464	ha	610
SE33_10kmE482N464	flg	
SE33_10kmE482N465	ha	880
SE33_10kmE482N465	flg	
SE33_10kmE482N466	ha	580
SE33_10kmE482N466	flg	
SE33_10kmE482N467	ha	370
SE33_10kmE482N467	flg	
SE33_10kmE482N468	ha	510
SE33_10kmE482N468	flg	
SE33_10kmE482N469	ha	480
SE33_10kmE482N469	flg	
SE33_10kmE482N470	ha	190
SE33_10kmE482N470	flg	
SE33_10kmE482N471	ha	40
SE33_10kmE482N471	flg	
SE33_10kmE482N475	ha	0
SE33_10kmE482N475	flg	-1
SE33_10kmE482N476	ha	610
SE33_10kmE482N476	flg	
SE33_10kmE482N477	ha	0
SE33_10kmE482N477	flg	-1
SE33_10kmE482N480	ha	290
SE33_10kmE482N480	flg	
SE33_10kmE482N481	ha	0
SE33_10kmE482N481	flg	-1
SE33_10kmE482N484	ha	0
SE33_10kmE482N484	flg	-1
SE33_10kmE482N489	ha	0
SE33_10kmE482N489	flg	-1
SE33_10kmE482N494	ha	140
SE33_10kmE482N494	flg	
SE33_10kmE482N499	ha	0
SE33_10kmE482N499	flg	-1
SE33_10kmE482N506	ha	70
SE33_10kmE482N506	flg	
SE33_10kmE483N455	ha	120
SE33_10kmE483N455	flg	
SE33_10kmE483N456	ha	560
SE33_10kmE483N456	flg	
SE33_10kmE483N457	ha	220
SE33_10kmE483N457	flg	
SE33_10kmE483N458	ha	290
SE33_10kmE483N458	flg	
SE33_10kmE483N460	ha	70
SE33_10kmE483N460	flg	
SE33_10kmE483N461	ha	940
SE33_10kmE483N461	flg	
SE33_10kmE483N462	ha	250
SE33_10kmE483N462	flg	
SE33_10kmE483N463	ha	690
SE33_10kmE483N463	flg	
SE33_10kmE483N464	ha	310
SE33_10kmE483N464	flg	
SE33_10kmE483N465	ha	310
SE33_10kmE483N465	flg	
SE33_10kmE483N466	ha	820
SE33_10kmE483N466	flg	
SE33_10kmE483N467	ha	780
SE33_10kmE483N467	flg	
SE33_10kmE483N468	ha	1030
SE33_10kmE483N468	flg	
SE33_10kmE483N469	ha	0
SE33_10kmE483N469	flg	-1
SE33_10kmE483N470	ha	0
SE33_10kmE483N470	flg	-1
SE33_10kmE483N471	ha	170
SE33_10kmE483N471	flg	
SE33_10kmE483N474	ha	210
SE33_10kmE483N474	flg	
SE33_10kmE483N475	ha	290
SE33_10kmE483N475	flg	
SE33_10kmE483N476	ha	140
SE33_10kmE483N476	flg	
SE33_10kmE483N477	ha	60
SE33_10kmE483N477	flg	
SE33_10kmE483N479	ha	340
SE33_10kmE483N479	flg	
SE33_10kmE483N480	ha	0
SE33_10kmE483N480	flg	-1
SE33_10kmE483N492	ha	0
SE33_10kmE483N492	flg	-1
SE33_10kmE484N457	ha	200
SE33_10kmE484N457	flg	
SE33_10kmE484N458	ha	0
SE33_10kmE484N458	flg	-1
SE33_10kmE484N459	ha	390
SE33_10kmE484N459	flg	
SE33_10kmE484N460	ha	560
SE33_10kmE484N460	flg	
SE33_10kmE484N461	ha	170
SE33_10kmE484N461	flg	
SE33_10kmE484N462	ha	1180
SE33_10kmE484N462	flg	
SE33_10kmE484N463	ha	960
SE33_10kmE484N463	flg	
SE33_10kmE484N464	ha	1110
SE33_10kmE484N464	flg	
SE33_10kmE484N465	ha	910
SE33_10kmE484N465	flg	
SE33_10kmE484N466	ha	640
SE33_10kmE484N466	flg	
SE33_10kmE484N467	ha	640
SE33_10kmE484N467	flg	
SE33_10kmE484N468	ha	610
SE33_10kmE484N468	flg	
SE33_10kmE484N469	ha	110
SE33_10kmE484N469	flg	
SE33_10kmE484N472	ha	410
SE33_10kmE484N472	flg	
SE33_10kmE484N473	ha	1680
SE33_10kmE484N473	flg	
SE33_10kmE484N474	ha	500
SE33_10kmE484N474	flg	
SE33_10kmE484N475	ha	440
SE33_10kmE484N475	flg	
SE33_10kmE484N476	ha	0
SE33_10kmE484N476	flg	-1
SE33_10kmE484N477	ha	210
SE33_10kmE484N477	flg	
SE33_10kmE484N478	ha	60
SE33_10kmE484N478	flg	
SE33_10kmE484N479	ha	430
SE33_10kmE484N479	flg	
SE33_10kmE484N482	ha	40
SE33_10kmE484N482	flg	
SE33_10kmE484N495	ha	0
SE33_10kmE484N495	flg	-1
SE33_10kmE484N500	ha	0
SE33_10kmE484N500	flg	-1
SE33_10kmE485N458	ha	260
SE33_10kmE485N458	flg	
SE33_10kmE485N459	ha	760
SE33_10kmE485N459	flg	
SE33_10kmE485N460	ha	320
SE33_10kmE485N460	flg	
SE33_10kmE485N461	ha	1470
SE33_10kmE485N461	flg	
SE33_10kmE485N462	ha	770
SE33_10kmE485N462	flg	
SE33_10kmE485N463	ha	440
SE33_10kmE485N463	flg	
SE33_10kmE485N464	ha	650
SE33_10kmE485N464	flg	
SE33_10kmE485N465	ha	720
SE33_10kmE485N465	flg	
SE33_10kmE485N469	ha	0
SE33_10kmE485N469	flg	-1
SE33_10kmE485N470	ha	330
SE33_10kmE485N470	flg	
SE33_10kmE485N471	ha	0
SE33_10kmE485N471	flg	-1
SE33_10kmE485N472	ha	300
SE33_10kmE485N472	flg	
SE33_10kmE485N473	ha	540
SE33_10kmE485N473	flg	
SE33_10kmE485N474	ha	300
SE33_10kmE485N474	flg	
SE33_10kmE485N475	ha	1210
SE33_10kmE485N475	flg	
SE33_10kmE485N476	ha	0
SE33_10kmE485N476	flg	-1
SE33_10kmE485N477	ha	280
SE33_10kmE485N477	flg	
SE33_10kmE485N478	ha	90
SE33_10kmE485N478	flg	
SE33_10kmE485N479	ha	860
SE33_10kmE485N479	flg	
SE33_10kmE485N480	ha	80
SE33_10kmE485N480	flg	
SE33_10kmE485N481	ha	70
SE33_10kmE485N481	flg	
SE33_10kmE485N482	ha	40
SE33_10kmE485N482	flg	
SE33_10kmE485N497	ha	0
SE33_10kmE485N497	flg	-1
SE33_10kmE485N500	ha	0
SE33_10kmE485N500	flg	-1
SE33_10kmE485N507	ha	140
SE33_10kmE485N507	flg	
SE33_10kmE486N462	ha	990
SE33_10kmE486N462	flg	
SE33_10kmE486N463	ha	910
SE33_10kmE486N463	flg	
SE33_10kmE486N464	ha	490
SE33_10kmE486N464	flg	
SE33_10kmE486N465	ha	0
SE33_10kmE486N465	flg	-1
SE33_10kmE486N471	ha	30
SE33_10kmE486N471	flg	
SE33_10kmE486N472	ha	0
SE33_10kmE486N472	flg	-1
SE33_10kmE486N474	ha	120
SE33_10kmE486N474	flg	
SE33_10kmE486N475	ha	330
SE33_10kmE486N475	flg	
SE33_10kmE486N476	ha	570
SE33_10kmE486N476	flg	
SE33_10kmE486N477	ha	870
SE33_10kmE486N477	flg	
SE33_10kmE486N478	ha	420
SE33_10kmE486N478	flg	
SE33_10kmE486N479	ha	430
SE33_10kmE486N479	flg	
SE33_10kmE486N480	ha	390
SE33_10kmE486N480	flg	
SE33_10kmE486N481	ha	170
SE33_10kmE486N481	flg	
SE33_10kmE486N494	ha	0
SE33_10kmE486N494	flg	-1
SE33_10kmE486N498	ha	100
SE33_10kmE486N498	flg	
SE33_10kmE487N463	ha	330
SE33_10kmE487N463	flg	
SE33_10kmE487N464	ha	170
SE33_10kmE487N464	flg	
SE33_10kmE487N475	ha	30
SE33_10kmE487N475	flg	
SE33_10kmE487N476	ha	290
SE33_10kmE487N476	flg	
SE33_10kmE487N477	ha	300
SE33_10kmE487N477	flg	
SE33_10kmE487N478	ha	820
SE33_10kmE487N478	flg	
SE33_10kmE487N479	ha	270
SE33_10kmE487N479	flg	
SE33_10kmE487N480	ha	790
SE33_10kmE487N480	flg	
SE33_10kmE487N481	ha	60
SE33_10kmE487N481	flg	
SE33_10kmE487N483	ha	0
SE33_10kmE487N483	flg	-1
SE33_10kmE487N484	ha	210
SE33_10kmE487N484	flg	
SE33_10kmE487N487	ha	40
SE33_10kmE487N487	flg	
SE33_10kmE487N491	ha	110
SE33_10kmE487N491	flg	
SE33_10kmE487N494	ha	0
SE33_10kmE487N494	flg	-1
SE33_10kmE487N495	ha	0
SE33_10kmE487N495	flg	-1
SE33_10kmE487N497	ha	20
SE33_10kmE487N497	flg	
SE33_10kmE487N501	ha	0
SE33_10kmE487N501	flg	-1
SE33_10kmE487N503	ha	0
SE33_10kmE487N503	flg	-1
SE33_10kmE488N475	ha	150
SE33_10kmE488N475	flg	
SE33_10kmE488N476	ha	140
SE33_10kmE488N476	flg	
SE33_10kmE488N477	ha	420
SE33_10kmE488N477	flg	
SE33_10kmE488N478	ha	440
SE33_10kmE488N478	flg	
SE33_10kmE488N479	ha	0
SE33_10kmE488N479	flg	-1
SE33_10kmE488N480	ha	150
SE33_10kmE488N480	flg	
SE33_10kmE488N481	ha	0
SE33_10kmE488N481	flg	-1
SE33_10kmE488N486	ha	0
SE33_10kmE488N486	flg	-1
SE33_10kmE488N487	ha	40
SE33_10kmE488N487	flg	
SE33_10kmE488N489	ha	200
SE33_10kmE488N489	flg	
SE33_10kmE488N494	ha	0
SE33_10kmE488N494	flg	-1
SE33_10kmE488N503	ha	0
SE33_10kmE488N503	flg	-1
SE33_10kmE489N479	ha	0
SE33_10kmE489N479	flg	-1
SE33_10kmE489N480	ha	100
SE33_10kmE489N480	flg	
SE33_10kmE489N481	ha	110
SE33_10kmE489N481	flg	
SE33_10kmE489N482	ha	140
SE33_10kmE489N482	flg	
SE33_10kmE489N485	ha	210
SE33_10kmE489N485	flg	
SE33_10kmE489N486	ha	290
SE33_10kmE489N486	flg	
SE33_10kmE489N493	ha	0
SE33_10kmE489N493	flg	-1
SE33_10kmE489N495	ha	120
SE33_10kmE489N495	flg	
SE33_10kmE489N496	ha	0
SE33_10kmE489N496	flg	-1
SE33_10kmE489N499	ha	0
SE33_10kmE489N499	flg	-1
SE33_10kmE490N477	ha	0
SE33_10kmE490N477	flg	-1
SE33_10kmE490N479	ha	0
SE33_10kmE490N479	flg	-1
SE33_10kmE490N481	ha	340
SE33_10kmE490N481	flg	
SE33_10kmE490N482	ha	210
SE33_10kmE490N482	flg	
SE33_10kmE490N485	ha	0
SE33_10kmE490N485	flg	-1
SE33_10kmE490N488	ha	40
SE33_10kmE490N488	flg	
SE33_10kmE490N492	ha	0
SE33_10kmE490N492	flg	-1
SE33_10kmE490N494	ha	40
SE33_10kmE490N494	flg	
SE33_10kmE490N495	ha	90
SE33_10kmE490N495	flg	
SE33_10kmE490N498	ha	90
SE33_10kmE490N498	flg	
SE33_10kmE491N480	ha	470
SE33_10kmE491N480	flg	
SE33_10kmE491N481	ha	230
SE33_10kmE491N481	flg	
SE33_10kmE491N482	ha	380
SE33_10kmE491N482	flg	
SE33_10kmE491N484	ha	0
SE33_10kmE491N484	flg	-1
SE33_10kmE491N491	ha	0
SE33_10kmE491N491	flg	-1
SE33_10kmE491N494	ha	0
SE33_10kmE491N494	flg	-1
SE33_10kmE492N480	ha	140
SE33_10kmE492N480	flg	
SE33_10kmE492N481	ha	150
SE33_10kmE492N481	flg	
SE33_10kmE492N483	ha	230
SE33_10kmE492N483	flg	
SE33_10kmE492N486	ha	0
SE33_10kmE492N486	flg	-1
SE33_10kmE492N487	ha	570
SE33_10kmE492N487	flg	
SE33_10kmE492N488	ha	50
SE33_10kmE492N488	flg	
SE33_10kmE492N489	ha	0
SE33_10kmE492N489	flg	-1
SE33_10kmE492N492	ha	0
SE33_10kmE492N492	flg	-1
SE33_10kmE492N493	ha	0
SE33_10kmE492N493	flg	-1
SE33_10kmE493N480	ha	130
SE33_10kmE493N480	flg	
SE33_10kmE493N481	ha	370
SE33_10kmE493N481	flg	
SE33_10kmE493N482	ha	0
SE33_10kmE493N482	flg	-1
SE33_10kmE493N483	ha	0
SE33_10kmE493N483	flg	-1
SE33_10kmE493N485	ha	270
SE33_10kmE493N485	flg	
SE33_10kmE493N489	ha	0
SE33_10kmE493N489	flg	-1
SE33_10kmE493N491	ha	0
SE33_10kmE493N491	flg	-1
SE33_10kmE494N482	ha	260
SE33_10kmE494N482	flg	
SE33_10kmE494N484	ha	120
SE33_10kmE494N484	flg	
SE33_10kmE495N481	ha	200
SE33_10kmE495N481	flg	
SE33_10kmE495N482	ha	470
SE33_10kmE495N482	flg	
SE33_10kmE495N483	ha	290
SE33_10kmE495N483	flg	
SE33_10kmE496N481	ha	250
SE33_10kmE496N481	flg	
SE33_10kmE496N482	ha	40
SE33_10kmE496N482	flg	
SI01_10kmE463N251	ha	390
SI01_10kmE463N251	flg	
SI01_10kmE463N252	ha	990
SI01_10kmE463N252	flg	
SI01_10kmE463N253	ha	290
SI01_10kmE463N253	flg	
SI01_10kmE464N249	ha	300
SI01_10kmE464N249	flg	
SI01_10kmE464N250	ha	1210
SI01_10kmE464N250	flg	
SI01_10kmE464N251	ha	1930
SI01_10kmE464N251	flg	
SI01_10kmE464N252	ha	2040
SI01_10kmE464N252	flg	
SI01_10kmE464N253	ha	750
SI01_10kmE464N253	flg	
SI01_10kmE465N249	ha	780
SI01_10kmE465N249	flg	
SI01_10kmE465N250	ha	2360
SI01_10kmE465N250	flg	
SI01_10kmE465N251	ha	1990
SI01_10kmE465N251	flg	
SI01_10kmE465N252	ha	980
SI01_10kmE465N252	flg	
SI01_10kmE465N253	ha	1870
SI01_10kmE465N253	flg	
SI01_10kmE466N252	ha	1360
SI01_10kmE466N252	flg	
SI01_10kmE466N253	ha	510
SI01_10kmE466N253	flg	
SI01_10kmE467N251	ha	1490
SI01_10kmE467N251	flg	
SI01_10kmE467N252	ha	2960
SI01_10kmE467N252	flg	
SI01_10kmE467N253	ha	900
SI01_10kmE467N253	flg	
SI01_10kmE467N260	ha	510
SI01_10kmE467N260	flg	
SI01_10kmE468N251	ha	130
SI01_10kmE468N251	flg	
SI01_10kmE468N252	ha	1770
SI01_10kmE468N252	flg	
SI01_10kmE468N259	ha	1790
SI01_10kmE468N259	flg	
SI01_10kmE468N260	ha	410
SI01_10kmE468N260	flg	
SI01_10kmE469N249	ha	410
SI01_10kmE469N249	flg	
SI01_10kmE469N250	ha	1100
SI01_10kmE469N250	flg	
SI01_10kmE469N251	ha	1300
SI01_10kmE469N251	flg	
SI01_10kmE469N252	ha	1170
SI01_10kmE469N252	flg	
SI01_10kmE469N256	ha	1060
SI01_10kmE469N256	flg	
SI01_10kmE469N257	ha	510
SI01_10kmE469N257	flg	
SI01_10kmE469N259	ha	3120
SI01_10kmE469N259	flg	
SI01_10kmE469N260	ha	870
SI01_10kmE469N260	flg	
SI01_10kmE469N261	ha	2290
SI01_10kmE469N261	flg	
SI01_10kmE469N262	ha	1920
SI01_10kmE469N262	flg	
SI01_10kmE470N250	ha	2100
SI01_10kmE470N250	flg	
SI01_10kmE470N251	ha	170
SI01_10kmE470N251	flg	
SI01_10kmE470N252	ha	300
SI01_10kmE470N252	flg	
SI01_10kmE470N253	ha	2480
SI01_10kmE470N253	flg	
SI01_10kmE470N254	ha	3770
SI01_10kmE470N254	flg	
SI01_10kmE470N255	ha	1480
SI01_10kmE470N255	flg	
SI01_10kmE470N256	ha	2160
SI01_10kmE470N256	flg	
SI01_10kmE470N257	ha	2230
SI01_10kmE470N257	flg	
SI01_10kmE470N258	ha	3030
SI01_10kmE470N258	flg	
SI01_10kmE470N259	ha	1490
SI01_10kmE470N259	flg	
SI01_10kmE470N260	ha	1250
SI01_10kmE470N260	flg	
SI01_10kmE470N261	ha	1540
SI01_10kmE470N261	flg	
SI01_10kmE470N262	ha	1360
SI01_10kmE470N262	flg	
SI01_10kmE471N250	ha	1310
SI01_10kmE471N250	flg	
SI01_10kmE471N251	ha	330
SI01_10kmE471N251	flg	
SI01_10kmE471N252	ha	1160
SI01_10kmE471N252	flg	
SI01_10kmE471N253	ha	1520
SI01_10kmE471N253	flg	
SI01_10kmE471N254	ha	1420
SI01_10kmE471N254	flg	
SI01_10kmE471N255	ha	1620
SI01_10kmE471N255	flg	
SI01_10kmE471N256	ha	740
SI01_10kmE471N256	flg	
SI01_10kmE471N257	ha	1270
SI01_10kmE471N257	flg	
SI01_10kmE471N258	ha	3130
SI01_10kmE471N258	flg	
SI01_10kmE471N259	ha	3000
SI01_10kmE471N259	flg	
SI01_10kmE471N260	ha	3180
SI01_10kmE471N260	flg	
SI01_10kmE471N261	ha	2940
SI01_10kmE471N261	flg	
SI01_10kmE471N262	ha	3840
SI01_10kmE471N262	flg	
SI01_10kmE472N250	ha	860
SI01_10kmE472N250	flg	
SI01_10kmE472N251	ha	2010
SI01_10kmE472N251	flg	
SI01_10kmE472N252	ha	1810
SI01_10kmE472N252	flg	
SI01_10kmE472N253	ha	2470
SI01_10kmE472N253	flg	
SI01_10kmE472N254	ha	2500
SI01_10kmE472N254	flg	
SI01_10kmE472N255	ha	3450
SI01_10kmE472N255	flg	
SI01_10kmE472N256	ha	2120
SI01_10kmE472N256	flg	
SI01_10kmE472N257	ha	2530
SI01_10kmE472N257	flg	
SI01_10kmE472N258	ha	1250
SI01_10kmE472N258	flg	
SI01_10kmE472N259	ha	1830
SI01_10kmE472N259	flg	
SI01_10kmE472N260	ha	640
SI01_10kmE472N260	flg	
SI01_10kmE472N261	ha	640
SI01_10kmE472N261	flg	
SI01_10kmE472N262	ha	2550
SI01_10kmE472N262	flg	
SI01_10kmE473N250	ha	1390
SI01_10kmE473N250	flg	
SI01_10kmE473N251	ha	1180
SI01_10kmE473N251	flg	
SI01_10kmE473N252	ha	2140
SI01_10kmE473N252	flg	
SI01_10kmE473N253	ha	1870
SI01_10kmE473N253	flg	
SI01_10kmE473N254	ha	1040
SI01_10kmE473N254	flg	
SI01_10kmE473N255	ha	1820
SI01_10kmE473N255	flg	
SI01_10kmE473N256	ha	850
SI01_10kmE473N256	flg	
SI01_10kmE473N257	ha	3990
SI01_10kmE473N257	flg	
SI01_10kmE473N258	ha	3930
SI01_10kmE473N258	flg	
SI01_10kmE473N259	ha	2850
SI01_10kmE473N259	flg	
SI01_10kmE473N260	ha	3780
SI01_10kmE473N260	flg	
SI01_10kmE473N261	ha	580
SI01_10kmE473N261	flg	
SI01_10kmE473N262	ha	550
SI01_10kmE473N262	flg	
SI01_10kmE474N253	ha	750
SI01_10kmE474N253	flg	
SI01_10kmE474N254	ha	3190
SI01_10kmE474N254	flg	
SI01_10kmE474N255	ha	4140
SI01_10kmE474N255	flg	
SI01_10kmE474N256	ha	2690
SI01_10kmE474N256	flg	
