Spat_code	unit	B_3_99
SI01_10kmE474N257	ha	1650
SI01_10kmE474N257	flg	
SI01_10kmE474N258	ha	2440
SI01_10kmE474N258	flg	
SI01_10kmE474N259	ha	1820
SI01_10kmE474N259	flg	
SI01_10kmE474N260	ha	1610
SI01_10kmE474N260	flg	
SI01_10kmE474N261	ha	1580
SI01_10kmE474N261	flg	
SI01_10kmE474N262	ha	2050
SI01_10kmE474N262	flg	
SI01_10kmE474N263	ha	1010
SI01_10kmE474N263	flg	
SI01_10kmE475N255	ha	1340
SI01_10kmE475N255	flg	
SI01_10kmE475N256	ha	2600
SI01_10kmE475N256	flg	
SI01_10kmE475N257	ha	1590
SI01_10kmE475N257	flg	
SI01_10kmE475N258	ha	2740
SI01_10kmE475N258	flg	
SI01_10kmE475N259	ha	3720
SI01_10kmE475N259	flg	
SI01_10kmE475N260	ha	3060
SI01_10kmE475N260	flg	
SI01_10kmE475N261	ha	1170
SI01_10kmE475N261	flg	
SI01_10kmE475N262	ha	860
SI01_10kmE475N262	flg	
SI01_10kmE475N263	ha	1140
SI01_10kmE475N263	flg	
SI01_10kmE476N255	ha	2170
SI01_10kmE476N255	flg	
SI01_10kmE476N258	ha	520
SI01_10kmE476N258	flg	
SI01_10kmE476N259	ha	1560
SI01_10kmE476N259	flg	
SI01_10kmE476N260	ha	1660
SI01_10kmE476N260	flg	
SI01_10kmE476N261	ha	1980
SI01_10kmE476N261	flg	
SI01_10kmE476N262	ha	3920
SI01_10kmE476N262	flg	
SI01_10kmE476N263	ha	2720
SI01_10kmE476N263	flg	
SI01_10kmE477N259	ha	2590
SI01_10kmE477N259	flg	
SI01_10kmE477N260	ha	690
SI01_10kmE477N260	flg	
SI01_10kmE477N261	ha	1250
SI01_10kmE477N261	flg	
SI01_10kmE477N262	ha	1270
SI01_10kmE477N262	flg	
SI01_10kmE477N263	ha	620
SI01_10kmE477N263	flg	
SI01_10kmE477N264	ha	480
SI01_10kmE477N264	flg	
SI01_10kmE478N259	ha	780
SI01_10kmE478N259	flg	
SI01_10kmE478N260	ha	1190
SI01_10kmE478N260	flg	
SI01_10kmE478N261	ha	2040
SI01_10kmE478N261	flg	
SI01_10kmE478N262	ha	2550
SI01_10kmE478N262	flg	
SI01_10kmE478N263	ha	990
SI01_10kmE478N263	flg	
SI01_10kmE478N264	ha	930
SI01_10kmE478N264	flg	
SI01_10kmE478N265	ha	1040
SI01_10kmE478N265	flg	
SI01_10kmE479N260	ha	930
SI01_10kmE479N260	flg	
SI01_10kmE479N261	ha	870
SI01_10kmE479N261	flg	
SI01_10kmE479N262	ha	970
SI01_10kmE479N262	flg	
SI01_10kmE479N263	ha	1260
SI01_10kmE479N263	flg	
SI01_10kmE479N264	ha	1770
SI01_10kmE479N264	flg	
SI01_10kmE479N265	ha	1440
SI01_10kmE479N265	flg	
SI01_10kmE480N260	ha	890
SI01_10kmE480N260	flg	
SI01_10kmE480N261	ha	230
SI01_10kmE480N261	flg	
SI01_10kmE480N262	ha	450
SI01_10kmE480N262	flg	
SI01_10kmE480N263	ha	250
SI01_10kmE480N263	flg	
SI01_10kmE480N265	ha	230
SI01_10kmE480N265	flg	
SI01_10kmE481N262	ha	320
SI01_10kmE481N262	flg	
SI01_10kmE481N263	ha	90
SI01_10kmE481N263	flg	
SI02_10kmE458N257	ha	100
SI02_10kmE458N257	flg	
SI02_10kmE459N254	ha	310
SI02_10kmE459N254	flg	
SI02_10kmE459N255	ha	170
SI02_10kmE459N255	flg	
SI02_10kmE459N257	ha	2000
SI02_10kmE459N257	flg	
SI02_10kmE459N258	ha	700
SI02_10kmE459N258	flg	
SI02_10kmE459N259	ha	90
SI02_10kmE459N259	flg	
SI02_10kmE460N249	ha	210
SI02_10kmE460N249	flg	
SI02_10kmE460N253	ha	350
SI02_10kmE460N253	flg	
SI02_10kmE460N254	ha	260
SI02_10kmE460N254	flg	
SI02_10kmE460N255	ha	1540
SI02_10kmE460N255	flg	
SI02_10kmE460N256	ha	410
SI02_10kmE460N256	flg	
SI02_10kmE460N257	ha	670
SI02_10kmE460N257	flg	
SI02_10kmE460N258	ha	210
SI02_10kmE460N258	flg	
SI02_10kmE460N259	ha	30
SI02_10kmE460N259	flg	
SI02_10kmE460N260	ha	590
SI02_10kmE460N260	flg	
SI02_10kmE461N249	ha	520
SI02_10kmE461N249	flg	
SI02_10kmE461N250	ha	80
SI02_10kmE461N250	flg	
SI02_10kmE461N252	ha	910
SI02_10kmE461N252	flg	
SI02_10kmE461N253	ha	780
SI02_10kmE461N253	flg	
SI02_10kmE461N254	ha	1070
SI02_10kmE461N254	flg	
SI02_10kmE461N255	ha	2500
SI02_10kmE461N255	flg	
SI02_10kmE461N256	ha	2090
SI02_10kmE461N256	flg	
SI02_10kmE461N257	ha	220
SI02_10kmE461N257	flg	
SI02_10kmE461N260	ha	380
SI02_10kmE461N260	flg	
SI02_10kmE462N249	ha	810
SI02_10kmE462N249	flg	
SI02_10kmE462N250	ha	1080
SI02_10kmE462N250	flg	
SI02_10kmE462N251	ha	440
SI02_10kmE462N251	flg	
SI02_10kmE462N252	ha	760
SI02_10kmE462N252	flg	
SI02_10kmE462N253	ha	1500
SI02_10kmE462N253	flg	
SI02_10kmE462N254	ha	1120
SI02_10kmE462N254	flg	
SI02_10kmE462N255	ha	470
SI02_10kmE462N255	flg	
SI02_10kmE462N256	ha	1460
SI02_10kmE462N256	flg	
SI02_10kmE462N257	ha	1200
SI02_10kmE462N257	flg	
SI02_10kmE462N258	ha	1380
SI02_10kmE462N258	flg	
SI02_10kmE462N259	ha	380
SI02_10kmE462N259	flg	
SI02_10kmE462N260	ha	500
SI02_10kmE462N260	flg	
SI02_10kmE463N250	ha	1200
SI02_10kmE463N250	flg	
SI02_10kmE463N251	ha	1440
SI02_10kmE463N251	flg	
SI02_10kmE463N252	ha	1170
SI02_10kmE463N252	flg	
SI02_10kmE463N253	ha	820
SI02_10kmE463N253	flg	
SI02_10kmE463N254	ha	1780
SI02_10kmE463N254	flg	
SI02_10kmE463N255	ha	1880
SI02_10kmE463N255	flg	
SI02_10kmE463N256	ha	4390
SI02_10kmE463N256	flg	
SI02_10kmE463N257	ha	1180
SI02_10kmE463N257	flg	
SI02_10kmE463N258	ha	840
SI02_10kmE463N258	flg	
SI02_10kmE463N259	ha	1830
SI02_10kmE463N259	flg	
SI02_10kmE464N249	ha	120
SI02_10kmE464N249	flg	
SI02_10kmE464N254	ha	1010
SI02_10kmE464N254	flg	
SI02_10kmE464N255	ha	1470
SI02_10kmE464N255	flg	
SI02_10kmE464N256	ha	3130
SI02_10kmE464N256	flg	
SI02_10kmE464N257	ha	3230
SI02_10kmE464N257	flg	
SI02_10kmE464N258	ha	3960
SI02_10kmE464N258	flg	
SI02_10kmE464N259	ha	1140
SI02_10kmE464N259	flg	
SI02_10kmE465N254	ha	1970
SI02_10kmE465N254	flg	
SI02_10kmE465N255	ha	3980
SI02_10kmE465N255	flg	
SI02_10kmE465N256	ha	920
SI02_10kmE465N256	flg	
SI02_10kmE465N257	ha	1660
SI02_10kmE465N257	flg	
SI02_10kmE465N258	ha	2950
SI02_10kmE465N258	flg	
SI02_10kmE465N259	ha	290
SI02_10kmE465N259	flg	
SI02_10kmE466N254	ha	1210
SI02_10kmE466N254	flg	
SI02_10kmE466N255	ha	3300
SI02_10kmE466N255	flg	
SI02_10kmE466N256	ha	2170
SI02_10kmE466N256	flg	
SI02_10kmE466N257	ha	2640
SI02_10kmE466N257	flg	
SI02_10kmE466N258	ha	4530
SI02_10kmE466N258	flg	
SI02_10kmE466N259	ha	1220
SI02_10kmE466N259	flg	
SI02_10kmE467N253	ha	1090
SI02_10kmE467N253	flg	
SI02_10kmE467N254	ha	2280
SI02_10kmE467N254	flg	
SI02_10kmE467N255	ha	1630
SI02_10kmE467N255	flg	
SI02_10kmE467N256	ha	1570
SI02_10kmE467N256	flg	
SI02_10kmE467N257	ha	1820
SI02_10kmE467N257	flg	
SI02_10kmE467N258	ha	1860
SI02_10kmE467N258	flg	
SI02_10kmE468N253	ha	1520
SI02_10kmE468N253	flg	
SI02_10kmE468N254	ha	2850
SI02_10kmE468N254	flg	
SI02_10kmE468N255	ha	2540
SI02_10kmE468N255	flg	
SI02_10kmE468N256	ha	1550
SI02_10kmE468N256	flg	
SI02_10kmE468N257	ha	4560
SI02_10kmE468N257	flg	
SI02_10kmE468N258	ha	2010
SI02_10kmE468N258	flg	
SI02_10kmE469N253	ha	1920
SI02_10kmE469N253	flg	
SI02_10kmE469N254	ha	1680
SI02_10kmE469N254	flg	
SI02_10kmE469N255	ha	1360
SI02_10kmE469N255	flg	
SI02_10kmE469N256	ha	350
SI02_10kmE469N256	flg	
SI02_10kmE469N258	ha	980
SI02_10kmE469N258	flg	
SI02_10kmE470N255	ha	840
SI02_10kmE470N255	flg	
SI02_10kmE470N256	ha	80
SI02_10kmE470N256	flg	
SK01_10kmE483N281	ha	0
SK01_10kmE483N281	flg	-1
SK01_10kmE483N282	ha	1060
SK01_10kmE483N282	flg	
SK01_10kmE483N283	ha	0
SK01_10kmE483N283	flg	-1
SK01_10kmE483N284	ha	0
SK01_10kmE483N284	flg	-1
SK01_10kmE484N281	ha	0
SK01_10kmE484N281	flg	-1
SK01_10kmE484N282	ha	0
SK01_10kmE484N282	flg	-1
SK01_10kmE484N285	ha	0
SK01_10kmE484N285	flg	-1
SK01_10kmE485N279	ha	0
SK01_10kmE485N279	flg	-1
SK01_10kmE485N280	ha	0
SK01_10kmE485N280	flg	-1
SK01_10kmE485N281	ha	0
SK01_10kmE485N281	flg	-1
SK01_10kmE485N282	ha	0
SK01_10kmE485N282	flg	-1
SK01_10kmE485N283	ha	0
SK01_10kmE485N283	flg	-1
SK01_10kmE485N284	ha	0
SK01_10kmE485N284	flg	-1
SK01_10kmE486N280	ha	1150
SK01_10kmE486N280	flg	
SK01_10kmE486N281	ha	0
SK01_10kmE486N281	flg	-1
SK01_10kmE486N282	ha	700
SK01_10kmE486N282	flg	
SK01_10kmE486N283	ha	560
SK01_10kmE486N283	flg	
SK01_10kmE487N281	ha	260
SK01_10kmE487N281	flg	
SK01_10kmE487N282	ha	140
SK01_10kmE487N282	flg	
SK01_10kmE487N283	ha	0
SK01_10kmE487N283	flg	-1
SK02_10kmE483N285	ha	0
SK02_10kmE483N285	flg	-1
SK02_10kmE483N286	ha	0
SK02_10kmE483N286	flg	-1
SK02_10kmE484N285	ha	0
SK02_10kmE484N285	flg	-1
SK02_10kmE484N286	ha	0
SK02_10kmE484N286	flg	-1
SK02_10kmE484N287	ha	1910
SK02_10kmE484N287	flg	
SK02_10kmE484N288	ha	0
SK02_10kmE484N288	flg	-1
SK02_10kmE485N286	ha	1750
SK02_10kmE485N286	flg	
SK02_10kmE485N287	ha	1460
SK02_10kmE485N287	flg	
SK02_10kmE485N288	ha	1740
SK02_10kmE485N288	flg	
SK02_10kmE486N279	ha	0
SK02_10kmE486N279	flg	-1
SK02_10kmE486N280	ha	0
SK02_10kmE486N280	flg	
SK02_10kmE486N283	ha	0
SK02_10kmE486N283	flg	-1
SK02_10kmE486N284	ha	0
SK02_10kmE486N284	flg	-1
SK02_10kmE486N285	ha	660
SK02_10kmE486N285	flg	
SK02_10kmE486N286	ha	2800
SK02_10kmE486N286	flg	
SK02_10kmE486N287	ha	1940
SK02_10kmE486N287	flg	
SK02_10kmE486N288	ha	2860
SK02_10kmE486N288	flg	
SK02_10kmE487N278	ha	0
SK02_10kmE487N278	flg	-1
SK02_10kmE487N279	ha	0
SK02_10kmE487N279	flg	-1
SK02_10kmE487N280	ha	920
SK02_10kmE487N280	flg	
SK02_10kmE487N282	ha	0
SK02_10kmE487N282	flg	-1
SK02_10kmE487N283	ha	0
SK02_10kmE487N283	flg	-1
SK02_10kmE487N284	ha	760
SK02_10kmE487N284	flg	
SK02_10kmE487N285	ha	630
SK02_10kmE487N285	flg	
SK02_10kmE487N286	ha	1990
SK02_10kmE487N286	flg	
SK02_10kmE487N287	ha	1020
SK02_10kmE487N287	flg	
SK02_10kmE487N288	ha	1960
SK02_10kmE487N288	flg	
SK02_10kmE488N277	ha	0
SK02_10kmE488N277	flg	
SK02_10kmE488N278	ha	0
SK02_10kmE488N278	flg	-1
SK02_10kmE488N279	ha	1250
SK02_10kmE488N279	flg	
SK02_10kmE488N280	ha	150
SK02_10kmE488N280	flg	
SK02_10kmE488N281	ha	390
SK02_10kmE488N281	flg	
SK02_10kmE488N282	ha	1430
SK02_10kmE488N282	flg	
SK02_10kmE488N283	ha	1180
SK02_10kmE488N283	flg	
SK02_10kmE488N284	ha	1630
SK02_10kmE488N284	flg	
SK02_10kmE488N285	ha	760
SK02_10kmE488N285	flg	
SK02_10kmE488N286	ha	1770
SK02_10kmE488N286	flg	
SK02_10kmE488N287	ha	1130
SK02_10kmE488N287	flg	
SK02_10kmE488N288	ha	2100
SK02_10kmE488N288	flg	
SK02_10kmE489N277	ha	0
SK02_10kmE489N277	flg	-1
SK02_10kmE489N278	ha	0
SK02_10kmE489N278	flg	-1
SK02_10kmE489N279	ha	1590
SK02_10kmE489N279	flg	
SK02_10kmE489N280	ha	0
SK02_10kmE489N280	flg	-1
SK02_10kmE489N281	ha	360
SK02_10kmE489N281	flg	
SK02_10kmE489N282	ha	300
SK02_10kmE489N282	flg	
SK02_10kmE489N283	ha	470
SK02_10kmE489N283	flg	
SK02_10kmE489N284	ha	1530
SK02_10kmE489N284	flg	
SK02_10kmE489N285	ha	650
SK02_10kmE489N285	flg	
SK02_10kmE489N286	ha	1040
SK02_10kmE489N286	flg	
SK02_10kmE489N287	ha	1320
SK02_10kmE489N287	flg	
SK02_10kmE489N288	ha	1600
SK02_10kmE489N288	flg	
SK02_10kmE489N289	ha	800
SK02_10kmE489N289	flg	
SK02_10kmE490N276	ha	0
SK02_10kmE490N276	flg	
SK02_10kmE490N277	ha	1720
SK02_10kmE490N277	flg	
SK02_10kmE490N278	ha	550
SK02_10kmE490N278	flg	
SK02_10kmE490N279	ha	0
SK02_10kmE490N279	flg	-1
SK02_10kmE490N280	ha	0
SK02_10kmE490N280	flg	-1
SK02_10kmE490N281	ha	630
SK02_10kmE490N281	flg	
SK02_10kmE490N282	ha	1300
SK02_10kmE490N282	flg	
SK02_10kmE490N283	ha	380
SK02_10kmE490N283	flg	
SK02_10kmE490N284	ha	0
SK02_10kmE490N284	flg	-1
SK02_10kmE490N285	ha	1940
SK02_10kmE490N285	flg	
SK02_10kmE490N286	ha	620
SK02_10kmE490N286	flg	
SK02_10kmE490N287	ha	970
SK02_10kmE490N287	flg	
SK02_10kmE490N288	ha	900
SK02_10kmE490N288	flg	
SK02_10kmE490N289	ha	3490
SK02_10kmE490N289	flg	
SK02_10kmE490N290	ha	1610
SK02_10kmE490N290	flg	
SK02_10kmE491N277	ha	450
SK02_10kmE491N277	flg	
SK02_10kmE491N278	ha	640
SK02_10kmE491N278	flg	
SK02_10kmE491N279	ha	0
SK02_10kmE491N279	flg	-1
SK02_10kmE491N280	ha	0
SK02_10kmE491N280	flg	-1
SK02_10kmE491N281	ha	0
SK02_10kmE491N281	flg	-1
SK02_10kmE491N282	ha	270
SK02_10kmE491N282	flg	
SK02_10kmE491N283	ha	540
SK02_10kmE491N283	flg	
SK02_10kmE491N284	ha	0
SK02_10kmE491N284	flg	-1
SK02_10kmE491N285	ha	1170
SK02_10kmE491N285	flg	
SK02_10kmE491N286	ha	0
SK02_10kmE491N286	flg	-1
SK02_10kmE491N287	ha	10
SK02_10kmE491N287	flg	
SK02_10kmE491N288	ha	1920
SK02_10kmE491N288	flg	
SK02_10kmE491N290	ha	2520
SK02_10kmE491N290	flg	
SK02_10kmE491N291	ha	0
SK02_10kmE491N291	flg	-1
SK02_10kmE491N292	ha	0
SK02_10kmE491N292	flg	-1
SK02_10kmE491N293	ha	140
SK02_10kmE491N293	flg	
SK02_10kmE492N277	ha	600
SK02_10kmE492N277	flg	
SK02_10kmE492N278	ha	860
SK02_10kmE492N278	flg	
SK02_10kmE492N279	ha	1570
SK02_10kmE492N279	flg	
SK02_10kmE492N280	ha	1110
SK02_10kmE492N280	flg	
SK02_10kmE492N281	ha	0
SK02_10kmE492N281	flg	-1
SK02_10kmE492N282	ha	780
SK02_10kmE492N282	flg	
SK02_10kmE492N283	ha	0
SK02_10kmE492N283	flg	-1
SK02_10kmE492N284	ha	0
SK02_10kmE492N284	flg	-1
SK02_10kmE492N285	ha	710
SK02_10kmE492N285	flg	
SK02_10kmE492N286	ha	60
SK02_10kmE492N286	flg	
SK02_10kmE492N287	ha	620
SK02_10kmE492N287	flg	
SK02_10kmE492N288	ha	2020
SK02_10kmE492N288	flg	
SK02_10kmE492N289	ha	2080
SK02_10kmE492N289	flg	
SK02_10kmE492N290	ha	0
SK02_10kmE492N290	flg	-1
SK02_10kmE492N291	ha	2140
SK02_10kmE492N291	flg	
SK02_10kmE492N292	ha	3210
SK02_10kmE492N292	flg	
SK02_10kmE492N293	ha	940
SK02_10kmE492N293	flg	
SK02_10kmE493N277	ha	40
SK02_10kmE493N277	flg	
SK02_10kmE493N278	ha	1010
SK02_10kmE493N278	flg	
SK02_10kmE493N279	ha	550
SK02_10kmE493N279	flg	
SK02_10kmE493N280	ha	0
SK02_10kmE493N280	flg	-1
SK02_10kmE493N281	ha	90
SK02_10kmE493N281	flg	
SK02_10kmE493N282	ha	0
SK02_10kmE493N282	flg	-1
SK02_10kmE493N283	ha	70
SK02_10kmE493N283	flg	
SK02_10kmE493N284	ha	1880
SK02_10kmE493N284	flg	
SK02_10kmE493N286	ha	1840
SK02_10kmE493N286	flg	
SK02_10kmE493N287	ha	960
SK02_10kmE493N287	flg	
SK02_10kmE493N288	ha	0
SK02_10kmE493N288	flg	-1
SK02_10kmE493N289	ha	0
SK02_10kmE493N289	flg	-1
SK02_10kmE493N291	ha	1590
SK02_10kmE493N291	flg	
SK02_10kmE493N292	ha	1730
SK02_10kmE493N292	flg	
SK02_10kmE493N293	ha	880
SK02_10kmE493N293	flg	
SK02_10kmE494N277	ha	160
SK02_10kmE494N277	flg	
SK02_10kmE494N278	ha	1160
SK02_10kmE494N278	flg	
SK02_10kmE494N279	ha	1390
SK02_10kmE494N279	flg	
SK02_10kmE494N280	ha	510
SK02_10kmE494N280	flg	
SK02_10kmE494N281	ha	770
SK02_10kmE494N281	flg	
SK02_10kmE494N282	ha	0
SK02_10kmE494N282	flg	-1
SK02_10kmE494N283	ha	0
SK02_10kmE494N283	flg	-1
SK02_10kmE494N284	ha	0
SK02_10kmE494N284	flg	-1
SK02_10kmE494N285	ha	0
SK02_10kmE494N285	flg	-1
SK02_10kmE494N286	ha	0
SK02_10kmE494N286	flg	-1
SK02_10kmE494N287	ha	1650
SK02_10kmE494N287	flg	
SK02_10kmE494N288	ha	1790
SK02_10kmE494N288	flg	
SK02_10kmE494N289	ha	1370
SK02_10kmE494N289	flg	
SK02_10kmE494N291	ha	0
SK02_10kmE494N291	flg	-1
SK02_10kmE494N292	ha	1590
SK02_10kmE494N292	flg	
SK02_10kmE494N293	ha	0
SK02_10kmE494N293	flg	-1
SK02_10kmE495N277	ha	440
SK02_10kmE495N277	flg	
SK02_10kmE495N278	ha	350
SK02_10kmE495N278	flg	
SK02_10kmE495N279	ha	0
SK02_10kmE495N279	flg	-1
SK02_10kmE495N280	ha	170
SK02_10kmE495N280	flg	
SK02_10kmE495N281	ha	0
SK02_10kmE495N281	flg	-1
SK02_10kmE495N282	ha	400
SK02_10kmE495N282	flg	
SK02_10kmE495N283	ha	440
SK02_10kmE495N283	flg	
SK02_10kmE495N284	ha	0
SK02_10kmE495N284	flg	-1
SK02_10kmE495N287	ha	2290
SK02_10kmE495N287	flg	
SK02_10kmE495N288	ha	1040
SK02_10kmE495N288	flg	
SK02_10kmE495N289	ha	4050
SK02_10kmE495N289	flg	
SK02_10kmE495N290	ha	100
SK02_10kmE495N290	flg	
SK02_10kmE496N277	ha	0
SK02_10kmE496N277	flg	-1
SK02_10kmE496N278	ha	130
SK02_10kmE496N278	flg	
SK02_10kmE496N279	ha	150
SK02_10kmE496N279	flg	
SK02_10kmE496N280	ha	450
SK02_10kmE496N280	flg	
SK02_10kmE496N281	ha	910
SK02_10kmE496N281	flg	
SK02_10kmE496N282	ha	20
SK02_10kmE496N282	flg	
SK02_10kmE496N283	ha	2880
SK02_10kmE496N283	flg	
SK02_10kmE496N284	ha	470
SK02_10kmE496N284	flg	
SK02_10kmE496N288	ha	2550
SK02_10kmE496N288	flg	
SK02_10kmE497N278	ha	0
SK02_10kmE497N278	flg	-1
SK02_10kmE497N279	ha	210
SK02_10kmE497N279	flg	
SK02_10kmE497N280	ha	180
SK02_10kmE497N280	flg	
SK02_10kmE497N281	ha	350
SK02_10kmE497N281	flg	
SK02_10kmE497N282	ha	90
SK02_10kmE497N282	flg	
SK02_10kmE498N278	ha	0
SK02_10kmE498N278	flg	-1
SK02_10kmE498N281	ha	620
SK02_10kmE498N281	flg	
SK02_10kmE498N282	ha	0
SK02_10kmE498N282	flg	-1
SK02_10kmE499N282	ha	0
SK02_10kmE499N282	flg	-1
SK03_10kmE493N293	ha	280
SK03_10kmE493N293	flg	
SK03_10kmE493N294	ha	0
SK03_10kmE493N294	flg	-1
SK03_10kmE493N295	ha	1750
SK03_10kmE493N295	flg	
SK03_10kmE494N291	ha	0
SK03_10kmE494N291	flg	-1
SK03_10kmE494N292	ha	3090
SK03_10kmE494N292	flg	
SK03_10kmE494N293	ha	4430
SK03_10kmE494N293	flg	
SK03_10kmE494N294	ha	0
SK03_10kmE494N294	flg	-1
SK03_10kmE494N295	ha	940
SK03_10kmE494N295	flg	
SK03_10kmE494N296	ha	1880
SK03_10kmE494N296	flg	
SK03_10kmE495N284	ha	960
SK03_10kmE495N284	flg	
SK03_10kmE495N285	ha	1510
SK03_10kmE495N285	flg	
SK03_10kmE495N286	ha	1910
SK03_10kmE495N286	flg	
SK03_10kmE495N292	ha	810
SK03_10kmE495N292	flg	
SK03_10kmE495N293	ha	100
SK03_10kmE495N293	flg	
SK03_10kmE495N294	ha	3410
SK03_10kmE495N294	flg	
SK03_10kmE495N295	ha	0
SK03_10kmE495N295	flg	-1
SK03_10kmE495N296	ha	3710
SK03_10kmE495N296	flg	
SK03_10kmE496N285	ha	760
SK03_10kmE496N285	flg	
SK03_10kmE496N286	ha	1550
SK03_10kmE496N286	flg	
SK03_10kmE496N287	ha	3520
SK03_10kmE496N287	flg	
SK03_10kmE496N289	ha	5090
SK03_10kmE496N289	flg	
SK03_10kmE496N290	ha	2770
SK03_10kmE496N290	flg	
SK03_10kmE496N291	ha	1390
SK03_10kmE496N291	flg	
SK03_10kmE496N292	ha	110
SK03_10kmE496N292	flg	
SK03_10kmE496N293	ha	4370
SK03_10kmE496N293	flg	
SK03_10kmE496N294	ha	720
SK03_10kmE496N294	flg	
SK03_10kmE496N295	ha	2830
SK03_10kmE496N295	flg	
SK03_10kmE496N296	ha	940
SK03_10kmE496N296	flg	
SK03_10kmE496N297	ha	0
SK03_10kmE496N297	flg	-1
SK03_10kmE497N282	ha	0
SK03_10kmE497N282	flg	-1
SK03_10kmE497N284	ha	1280
SK03_10kmE497N284	flg	
SK03_10kmE497N285	ha	3530
SK03_10kmE497N285	flg	
SK03_10kmE497N286	ha	1050
SK03_10kmE497N286	flg	
SK03_10kmE497N287	ha	2380
SK03_10kmE497N287	flg	
SK03_10kmE497N288	ha	2930
SK03_10kmE497N288	flg	
SK03_10kmE497N289	ha	30
SK03_10kmE497N289	flg	
SK03_10kmE497N290	ha	4770
SK03_10kmE497N290	flg	
SK03_10kmE497N291	ha	5140
SK03_10kmE497N291	flg	
SK03_10kmE497N292	ha	3230
SK03_10kmE497N292	flg	
SK03_10kmE497N293	ha	120
SK03_10kmE497N293	flg	
SK03_10kmE497N294	ha	860
SK03_10kmE497N294	flg	
SK03_10kmE497N295	ha	0
SK03_10kmE497N295	flg	-1
SK03_10kmE498N282	ha	0
SK03_10kmE498N282	flg	-1
SK03_10kmE498N283	ha	3550
SK03_10kmE498N283	flg	
SK03_10kmE498N284	ha	0
SK03_10kmE498N284	flg	-1
SK03_10kmE498N285	ha	1050
SK03_10kmE498N285	flg	
SK03_10kmE498N286	ha	1250
SK03_10kmE498N286	flg	
SK03_10kmE498N287	ha	250
SK03_10kmE498N287	flg	
SK03_10kmE498N288	ha	3040
SK03_10kmE498N288	flg	
SK03_10kmE498N292	ha	0
SK03_10kmE498N292	flg	-1
SK03_10kmE498N293	ha	3470
SK03_10kmE498N293	flg	
SK03_10kmE498N294	ha	380
SK03_10kmE498N294	flg	
SK03_10kmE498N295	ha	1300
SK03_10kmE498N295	flg	
SK03_10kmE499N281	ha	0
SK03_10kmE499N281	flg	-1
SK03_10kmE499N282	ha	1360
SK03_10kmE499N282	flg	
SK03_10kmE499N283	ha	1090
SK03_10kmE499N283	flg	
SK03_10kmE499N284	ha	4120
SK03_10kmE499N284	flg	
SK03_10kmE499N285	ha	7400
SK03_10kmE499N285	flg	
SK03_10kmE499N286	ha	0
SK03_10kmE499N286	flg	-1
SK03_10kmE499N287	ha	3970
SK03_10kmE499N287	flg	
SK03_10kmE499N288	ha	1600
SK03_10kmE499N288	flg	
SK03_10kmE499N289	ha	3280
SK03_10kmE499N289	flg	
SK03_10kmE499N291	ha	3120
SK03_10kmE499N291	flg	
SK03_10kmE499N292	ha	1470
SK03_10kmE499N292	flg	
SK03_10kmE499N293	ha	4650
SK03_10kmE499N293	flg	
SK03_10kmE499N294	ha	2870
SK03_10kmE499N294	flg	
SK03_10kmE499N295	ha	1240
SK03_10kmE499N295	flg	
SK03_10kmE499N296	ha	6800
SK03_10kmE499N296	flg	
SK03_10kmE499N297	ha	3040
SK03_10kmE499N297	flg	
SK03_10kmE500N281	ha	0
SK03_10kmE500N281	flg	-1
SK03_10kmE500N282	ha	1520
SK03_10kmE500N282	flg	
SK03_10kmE500N283	ha	2640
SK03_10kmE500N283	flg	
SK03_10kmE500N284	ha	3950
SK03_10kmE500N284	flg	
SK03_10kmE500N285	ha	800
SK03_10kmE500N285	flg	
SK03_10kmE500N286	ha	2100
SK03_10kmE500N286	flg	
SK03_10kmE500N287	ha	3640
SK03_10kmE500N287	flg	
SK03_10kmE500N288	ha	5280
SK03_10kmE500N288	flg	
SK03_10kmE500N289	ha	1920
SK03_10kmE500N289	flg	
SK03_10kmE500N290	ha	0
SK03_10kmE500N290	flg	-1
SK03_10kmE500N291	ha	0
SK03_10kmE500N291	flg	-1
SK03_10kmE500N292	ha	3670
SK03_10kmE500N292	flg	
SK03_10kmE500N293	ha	460
SK03_10kmE500N293	flg	
SK03_10kmE500N294	ha	4940
SK03_10kmE500N294	flg	
SK03_10kmE500N295	ha	2960
SK03_10kmE500N295	flg	
SK03_10kmE500N296	ha	2740
SK03_10kmE500N296	flg	
SK03_10kmE500N297	ha	5610
SK03_10kmE500N297	flg	
SK03_10kmE501N281	ha	0
SK03_10kmE501N281	flg	
SK03_10kmE501N282	ha	970
SK03_10kmE501N282	flg	
SK03_10kmE501N283	ha	1130
SK03_10kmE501N283	flg	
SK03_10kmE501N284	ha	0
SK03_10kmE501N284	flg	-1
SK03_10kmE501N285	ha	1130
SK03_10kmE501N285	flg	
SK03_10kmE501N286	ha	2160
SK03_10kmE501N286	flg	
SK03_10kmE501N287	ha	3380
SK03_10kmE501N287	flg	
SK03_10kmE501N289	ha	1410
SK03_10kmE501N289	flg	
SK03_10kmE501N290	ha	1840
SK03_10kmE501N290	flg	
SK03_10kmE501N292	ha	350
SK03_10kmE501N292	flg	
SK03_10kmE501N293	ha	1080
SK03_10kmE501N293	flg	
SK03_10kmE501N294	ha	2000
SK03_10kmE501N294	flg	
SK03_10kmE501N295	ha	3580
