Spat_code	Unit	C_LIVEST_L	AGRAREA	B_1	B_1_1	B_1_1_1	B_1_1_2	B_1_1_3	B_1_1_4	B_1_1_5	B_1_1_6	B_1_1_7	B_1_1_99	B_1_2	B_1_2_1	B_1_2_2	B_1_345	B_1_3	B_1_4	B_1_5	B_1_6	B_1_6_1	B_1_6_2	B_1_6_3	B_1_6_4	B_1_6_5	B_1_6_6	B_1_6_7	B_1_6_8	B_1_6_9	B_1_6_10	B_1_6_11	B_1_6_7_11	B_1_6_12	B_1_6_99	B_1_7	B_1_7_1	B_1_7_1_1	B_1_7_1_2	B_1_7_2	B_1_8	B_1_8_1	B_1_8_2	B_1_9	B_1_9_1	B_1_9_2	B_1_9_2_1	B_1_9_2_2	B_1_9_2_2_99	B_1_9_2_99	B_1_10_11	B_1_10	B_1_11	B_1_12	B_1_12_1	B_1_12_2	B_2	B_3	B_3_1	B_3_2	B_3_3	B_4	B_4_1	B_4_1_1	B_4_1_1_1	B_4_1_1_2	B_4_1_2	B_4_1_3	B_4_2	B_4_3	B_4_3_1	B_4_3_2	B_4_4	B_4_4_1	B_4_4_2	B_4_4_3	B_4_4_4	B_4_5	B_4_6	B_4_7	C_1L	C_1_3L	C_2_1_2_5L	C_2L	C_21399L	C_2_1L	C_2_2L	C_2_3L	C_2_4L	C_2_5L	C_2_6L	C_2_99L	C_2_6_99L	C_3L	C_3_1L	C_3_1_1L	C_3_1_99L	C_3_2L	C_3_2_1L	C_3_2_99L	C_4_5_6L	C_4L	C_4_1L	C_4_2L	C_4_99L	C_5L	C_5_1L	C_5_2L	C_5_3L	C_6L
CY00	ha	200750	118400	84870	33280	90	7740	90	24150	910	20	0	270	670	90	580	4170	4170	0	0	100	0	0	0	0	0	0	0	40	0	0	0	40	40	0	3980	3600	740	2860	370	90	30	60	32860	390	32470	440	1590	32030	30450	260	0	260	9460	1370	8100	40	2140	1230	780	130	31340	6970	3490	3100	400	0	3470	3760	11640	200	11440	7620	560	6310	740	20	50	1290	10	1020	91160	17570	39230	90140	6760	630	5740	320	4130	20520	1140	21660	50910	26750	18100	8650	24160	17170	6990	109590	76600	2910	17230	56460	32480	16820	7710	7960	500
CY00	flg																					-1	-1			-1									-1																	-1																																																										
CZ01	ha	11770	11100	10710	6890	4320	0	0	2110	140	0	0	0	0	0	0	380	0	350	0	2750	0	0	0	2120	0	0	0	410	0	0	0	410	0	0	0	0	0	0	0	0	0	0	490	0	460	0	0	300	300	0	0	0	70	0	0	0	270	220	0	0	90	80	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	780	0	0	680	0	0	0	0	0	0	0	0	30	20	10	10	10	10	0	10990	230	0	0	160	10750	9640	10	0	0
CZ01	flg							-1			-1		-1	-1	-1	-1		-1		-1						-1	-1							-1	-1	-1	-1	-1			-1	-1			-1		-1				-1		-1		-1	-1	-1			-1	-1												-1	-1				-1					-1	-1		-1	-1	-1	-1	-1	-1	-1	-1							-1			-1	-1					-1	-1
CZ02	ha	233510	554520	486390	285490	178250	0	5590	74380	6730	13250	0	7290	4090	3620	470	22930	6190	16550	190	103790	0	1590	0	75330	6570	2680	490	16640	0	0	0	17130	310	170	3180	3180	3180	0	0	70	70	0	61000	4510	56490	28060	470	28430	27960	400	0	380	5460	570	4880	50	63100	60840	1110	1150	4970	4140	4020	4020	0	120	0	0	0	0	0	240	210	10	0	0	590	0	0	3290	110970	50570	105420	107680	16620	10560	15700	2550	5140	47490	7370	54850	2260	2020	1270	750	240	130	110	122540	69870	2350	14950	52570	52650	13170	36510	2970	10
CZ02	flg																													-1																						-1																								-1																																		
CZ03	ha	422320	732170	455270	257660	141970	0	7470	68840	17550	4870	0	16950	5120	4460	660	3870	3840	0	10	86900	0	0	0	78050	730	160	210	6480	0	0	0	6700	950	270	200	200	200	0	0	50	50	0	93090	6180	86910	51710	1250	35200	33960	940	60	880	7440	930	6500	30	274760	271030	2050	1680	2110	1970	1720	1720	0	250	0	0	0	0	0	0	0	0	0	0	130	0	0	4470	269800	122070	260580	265330	41020	22500	36260	5340	16950	91210	47300	138510	4750	4440	2740	1700	310	170	130	152530	93510	2920	18900	71700	58990	24510	27420	7060	30
CZ03	flg																		-1				-1							-1																																											-1	-1	-1																																			
CZ04	ha	85480	318850	187740	116000	79910	0	2900	24700	3130	2330	0	3030	1720	1460	260	2990	520	2430	50	42440	0	3300	0	26250	2810	0	700	8980	0	0	0	9680	0	0	1250	1250	1250	0	0	40	40	0	17340	1440	15900	5390	400	10510	10110	190	0	140	5770	820	4950	10	128430	125350	1390	1690	2670	2230	2200	2200	0	0	0	0	0	0	0	330	250	0	0	0	110	0	0	2340	61120	26570	56360	58780	8250	2940	7650	2240	5500	7910	21880	29790	2420	2110	1390	730	310	200	110	24360	12960	400	3310	9240	11400	3360	4990	3040	0
CZ04	flg																										-1							-1	-1																	-1															-1								-1	-1																																		-1
CZ05	ha	324820	559120	382990	200420	116320	0	4280	45480	8410	14600	0	11330	7180	6660	520	16640	2180	14310	140	75660	0	0	0	56920	1850	890	760	12010	0	0	0	12780	2960	250	1050	1050	1050	0	0	30	30	0	74860	9380	65480	29990	1990	35490	33500	590	100	490	6560	1050	5510	30	171560	167150	2780	1630	4540	4160	3740	3740	0	420	0	0	0	0	0	0	0	0	0	0	380	0	0	4150	194350	85260	186040	190200	28870	13550	28380	3130	11340	80940	19840	100770	4170	3810	2540	1270	360	230	130	130470	78220	2360	14810	61050	52240	16640	28690	6900	10
CZ05	flg																						-1																																																		-1	-1	-1	-1																																		
CZ06	ha	379300	714590	595560	354210	184140	0	7890	98830	9140	45240	0	8960	10040	9090	940	16140	11140	4870	130	108860	0	0	0	72280	13620	1540	580	18740	0	0	0	19320	1730	370	2280	2280	2280	0	0	60	60	0	94850	7520	87330	40990	1930	46340	44410	1270	110	1160	7850	5540	2310	40	100570	98200	820	1550	18420	4490	4350	4350	0	140	0	0	0	0	0	13520	11850	1510	150	0	410	0	0	1900	196180	90110	192130	194280	31250	19050	27760	2340	9710	92290	9730	102020	2150	1910	1220	690	230	170	60	183120	138450	4890	30040	103530	44650	30330	10540	3770	20
CZ06	flg																																																																																																													
CZ07	ha	167150	384990	272590	160710	86850	0	1310	50450	3660	14920	0	3510	2010	1670	340	11750	700	10990	60	54990	0	790	0	36410	1450	2560	870	11710	0	0	0	12590	1130	60	890	890	890	0	0	50	50	0	39240	2650	36590	17280	980	19310	18330	360	0	190	2590	220	2380	20	108940	106850	650	1440	3440	2900	2750	2750	0	150	0	0	0	0	0	250	210	40	0	0	290	0	0	2250	107870	45150	102910	105630	16320	6260	15150	1680	5750	41530	16230	57760	2710	2600	1560	1030	120	70	50	59280	46280	1670	9420	35180	12990	3480	7260	2250	10
CZ07	flg																													-1																						-1																								-1																																		
CZ08	ha	98100	208150	126250	69380	39130	0	1410	18750	3150	4810	0	2130	620	470	150	7750	840	6850	60	27240	0	0	0	20340	0	1150	360	4570	0	0	0	4930	570	90	220	220	220	0	0	30	30	0	19090	4280	14810	7020	0	7790	7720	180	0	180	1730	350	1380	20	81180	79350	1270	560	710	520	470	470	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	1650	59990	24950	56720	58330	8570	2900	8900	820	3750	19190	12580	31770	1610	1490	990	500	120	80	40	38110	17690	550	3520	13620	20430	5900	10470	4060	0
CZ08	flg																									-1																						-1				-1															-1																																											-1
DE1	ha	1360090	1409990	829270	529320	237280	1190	10620	158450	27790	71590	0	22400	5420	5020	400	21370	5360	15650	360	74460	900	1230	0	68850	500		160	1640		290	0	2090	240	650	12940	12690	12340	350	250	930	670	250	167140	12160	154980	107650	35910	47330	11420	1040	820	220	16650	530	16120	520	531690	500570	30370	750	48510	21070	19290	19290	0	1640	140	0	0	0	0	23680	23640		50	0	1830	1930	0	47790	818820	344280	743650	771030	117070	50400	115220	8240	53360	353720	45650	399360	27390	24870	17280	7580	2520	1480	1040	541260	463570	22020	115950	325600	77690	7120	31440	39140	
DE1	flg																																																																															-1																														
DE2	ha	3577220	3136840	2052180	1167570	525490	1170	40380	368880	36840	118600	0	76200	18450	17930	520	103330	43430	59370	530	173260	370	15810	0	148670	1920		200	3150		20	0	3370	1400	1720	16630	16500	14940	1560	120	1050	810	240	513970	23370	490600	376860	97730	113740	16020	2380	2200	180	55550	580	54980	140	1070620	1030890	35160	4570	13900	5310	4070	4070	0	910	330	0	0	0	0	5430	5370		60	0	1670	1430	50	70660	2576720	1157750	2461340	2506060	394520	162420	399710	12700	188400	1244460	59130	1303590	44730	38770	24410	14360	5950	2290	3660	1000490	838660	32260	171500	634890	161830	36530	54760	70550	
DE2	flg																															-1																																																																														
DE3	ha	900	2180	1450	800	0	0	490	40	100	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	10	10	0	0	0	10	10	10	400	280	110	0	30	50	0	0	0	0	160	0	150	0	690	680	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	460	880	180	370	410	60	20	40	0	30	0	80	190	40	40	20	20	10	0	10	20	10	0	0	10	10	0	0	0	
DE3	flg					-1					-1		-1	-1	-1			-1		-1	-1				-1	-1								-1	-1			-1	-1	-1							-1			-1	-1	-1	-1		-1		-1				-1		-1	-1	-1		-1											-1											-1		-1								-1				-1	-1			-1	-1	-1	
DE4	ha	764380	1323690	1031910	519960	160420	0	198600	76750	12090	21710	0	50390	21020	20250	770	16230	8880	7110	240	155980	210	0	0	133520	16960		3530	880		120	0	4530	210	540	6680	6640	6540	100	40	140	80	60	263200	59190	204010	154200	26520	49810	23290	3710	3710	0	44990	330	44660	110	286950	275340	10220	1390	4720	3090	2660	2660	0	420	0	0	0	0	0	20	20		0	0	1320	290	0	14310	429050	169010	404070	414730	61210	17270	62250	4900	23380	160300	74760	235060	10670	10290	7370	2920	380	220	160	335330	180000	8010	49030	122960	155330	25800	39760	89780	
DE4	flg																																																																											-1																																		
DE5	ha	8730	8250	1610	700	470	0	0	150	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	620	80	540	530	0	0	0	0	0	0	20	0	20	0	6640	6430	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	730	8640	3770	7880	7900	1130	410	1180	320	740	3630	480	4110	20	20	10	10	0	0	0	90	0	0	0	0	50	0	50	0	
DE5	flg							-1		-1	-1						-1	-1		-1	-1				-1											-1	-1	-1	-1	-1	-1	-1	-1						-1	-1	-1		-1		-1		-1				-1	-1																	-1																			-1	-1	-1		-1	-1	-1	-1		-1		-1	
DE6	ha	7310	14330	5610	2360	1460	0	270	420	140	0	0	60	0	0	0	80	60	0	0	790	0	0	0	710	0		0	0		0	0	0	0	0	500	470	290	180	40	310	200	110	1150	310	840	690	130	140	0	10	10	0	400	80	330	20	6730	6630	50	40	1980	1490	1490	1490	0	10	0	0	0	0	0	0	0		0	0	430	50	0	2270	6750	2350	4280	4480	680	290	770	210	410	1020	900	1930	190	190	110	80	10	0	0	560	510	0	0	440	50	0	40	10	
DE6	flg													-1	-1	-1			-1	-1						-1								-1	-1															-1																		-1					-1	-1																									-1	-1			-1	-1			-1			
DE7	ha	575260	766440	476740	303960	166290	420	14280	87190	12850	5630	0	17290	2940	2900	40	18870	4280	14240	350	68650	0	0	0	66930	30		20	120		0	10	170	980	540	7630	7570	6970	600	60	410	330	80	63830	16550	47280	36640	8170	10630	2460	1070	350	730	9370	340	9030	180	283670	267010	15250	1400	5850	1620	1310	1310	0	300	10	0	0	0	0	3420	3410		10	0	390	420	0	25660	381900	158610	341450	356240	50060	21500	52170	6390	28500	149180	33660	182840	14790	13990	8690	5300	800	480	320	193350	169450	5960	29680	133800	23910	3810	12240	7860	
DE7	flg																														-1																																																																															
DE8	ha	695470	1350880	1083260	559170	350260	0	62790	119080	6290	4630	0	16110	6200	6080	120	38720	13890	24600	240	252920	0	0	0	251970	190		170	340		40	0	550	20	200	2320	2300	2280	20	20	40	30	20	194320	42990	151330	134090	9000	17250	8240	4430	2950	1480	25130	260	24870	90	264470	255910	6750	1810	3070	2350	1790	1790	0	550	0	0	0	0	0	0	0		0	0	300	420	0	11100	417030	169580	397340	405940	61720	19980	60400	4520	22950	171570	56180	227760	8600	8370	5030	3340	230	140	100	278440	177840	6850	43770	127210	100600	42530	30060	28000	
DE8	flg																																																																			-1					-1	-1																																				
DE9	ha	4482080	2577020	1863850	942180	434440	0	120580	197010	12890	98250	0	79020	3530	3160	370	211190	112590	97960	630	132830	140	0	0	130040	80		240	690		260	30	1220	710	630	19780	19690	18870	820	80	980	770	200	515200	69080	446120	434030	1690	12090	10400	7100	3300	3800	31070	1530	29530	900	693040	663650	26350	3050	19220	11420	9680	9680	0	1720	20	0	0	0	0	0	0		0	0	5230	2530	50	56650	1825970	926010	1747960	1769330	333290	208190	242640	20460	121430	769280	52670	821950	21360	20560	12780	7780	810	410	400	2656110	1977510	66310	298370	1612830	678600	255530	157550	265520	
DE9	flg																																																																																																													
DEA	ha	2793850	1463090	1052330	644860	286770	0	16090	171410	13690	98570	0	58320	4130	3790	340	86880	31070	53740	2060	70360	0	0	0	68600	30		0	200		0	80	290	310	1140	23480	23260	21180	2080	210	3430	2620	810	206770	38230	168550	159590	3650	8960	5310	1000	770	230	11410	1350	10060	710	396790	365030	27110	4650	13260	3880	3220	3220	0	650	10	0	0	0	0	30	0		0	0	3830	5510	10	62840	1034850	513040	957450	972020	192230	120820	129260	11300	59430	392470	51950	444420	14560	13680	9230	4450	880	520	360	1759000	1564580	53100	251220	1260270	194420	31380	47860	115180	
DEA	flg																											-1			-1																																											-1		-1																																		
DEB	ha	390350	705220	401790	241220	116940	2980	11240	76640	7180	8820	0	17420	1730	1680	50	25790	7580	18030	180	48140	560	0	0	46040	540		80	270		0	20	370	240	370	13740	13700	6620	7080	40	320	250	70	56380	14580	41800	28900	8490	12900	4400	2680	1380	1310	11780	470	11320	320	233330	225710	6190	1420	69790	5280	4990	4990	0	230	50	0	0	0	0	63350	63310		40	0	680	480	0	15710	298230	120910	273080	282520	38900	14110	40820	5150	21930	118500	33670	152170	9440	8920	6020	2900	510	300	220	92120	58410	2300	10610	45490	33710	180	10500	23040	
DEB	flg																						-1																																																									-1																														
DEC	ha	48250	77880	37250	22410	9560	100	3490	4440	2150	200	0	2460	290	290	0	170	140	0	30	4380	0	0	0	4300	0		0	50		0	0	80	0	0	180	180	90	100	0	30	10	10	7420	1920	5500	3570	1340	1930	590	30	0	10	2340	60	2280	10	40250	38530	1290	430	360	180	180	180	0	0	0	0	0	0	0	90	90		0	0	70	20	0	4550	42230	16780	36560	37680	5710	2210	5140	860	2870	14260	5520	19780	1120	1000	600	410	120	70	50	6020	2970	80	410	2490	3050	40	1460	1560	
DEC	flg																									-1		-1			-1			-1	-1					-1												-1															-1									-1				-1																														
DED	ha	634350	912740	720740	409700	197860	290	38080	124830	9910	15310	0	23410	9270	9170	100	19820	6980	12530	310	141110	0	440	0	137120	1460		610	1010		0	0	1670	200	190	4350	4310	4260	50	40	280	190	80	122830	27130	95690	68990	18320	26700	8380	7610	7610	0	5760	1070	4690	40	186620	178030	7100	1480	5350	3980	3740	3740	0	180	0	0	0	0	0	340	330		0	0	560	460	0	9420	385950	148260	365580	376530	53230	11520	61210	2820	19470	187010	30310	217330	10950	10220	6730	3490	730	470	260	248400	142950	6860	37000	99080	105450	32860	35480	37110	
DED	flg																					-1									-1	-1																																				-1								-1				-1																														
DEE	ha	637880	1173090	1001470	581210	346410	9960	78080	102160	5290	17710	0	21600	14470	14280	190	58200	12530	45360	310	177330	40	520	0	171770	2270		990	390		0	0	1380	1000	350	4270	4260	3700	560	10	140	110	20	135900	21670	114230	98350	6890	15880	8990	2130	1900	230	27840	570	27270	50	168570	158070	9430	1080	3000	2140	1900	1900	0	100	0	0	0	0	0	560	560		10	0	210	90	0	5520	267030	104240	250610	261510	36680	8020	43170	2000	14370	123560	22810	146370	10900	10340	7090	3260	560	380	180	370850	242080	11030	71740	159310	128770	21740	36160	70870	
DEE	flg																																																																			-1																																										
DEF	ha	1322070	995640	674280	292190	207920	40	20440	51670	4600	1090	0	6430	1620	1440	180	13220	5460	7490	270	112340	90	0	0	112060	10		0	80		0	0	90	10	90	7500	7470	7420	50	30	250	190	60	239670	48560	191110	175670	13940	15440	1490	550	550	0	6950	310	6640	790	313890	311620	1710	560	6670	1020	820	820	0	200	0	0	0	0	0	0	0		0	0	4060	1580	10	34870	886100	422490	822510	851240	133390	76490	126440	11520	74650	364240	35780	400020	28720	28170	15170	13000	550	150	400	435960	400850	10730	58180	331950	35110	11750	16220	7140	
DEF	flg																											-1																																													-1	-1																																				
DEG	ha	494390	786760	612930	377830	234960	4940	11660	102170	5410	4450	0	14240	11560	11530	30	10430	2090	8030	310	124850	0	370	0	120340	970		840	410		350	0	1600	1520	0	1540	1500	1490	10	40	70	30	40	82190	10760	71430	49090	14160	22340	8170	1490	650	840	2960	10	2950	40	170750	159830	10820	100	3040	2460	2320	2320	0	130	0	0	0	0	0	90	0		0	0	230	260	0	6880	273190	105800	245940	266300	38650	11900	38820	2180	14260	111480	28660	140140	20360	19430	13260	6160	940	640	300	221200	170490	7330	44840	118310	50710	3450	20320	26940	
DEG	flg																					-1													-1																																	-1						-1		-1				-1																														
DK01	ha	113940	98560	86190	54000	30880	0	4100	15860	2370	210	0	580	120	90	40	700	550	0	110	8610	0	0	0	8580	0	0	0	0	0	0	0	0	0	0	480	470	0	420	10	20	0	10	16700	12740	3960	2870	0	1090	1090	3680	3020	660	1890	1220	670	0	11550	6580	2620	2350	820	240	80	80	0	150	0	0	0	0	0	0	0	0	0	0	90	490	0	6450	29790	9620	21650	23340	3630	750	3490	440	1310	9340	2700	12030	1680	1630	730	900	50	20	30	84150	81260	1430	14130	65700	2890	1140	1470	280	0
DK01	flg																		-1									-1					-1	-1	-1			-1				-1																										-1												-1																														-1
DK02	ha	455910	477770	443680	290000	163380	0	4820	114600	2920	1390	0	2880	2320	2070	250	40850	2110	38570	160	39460	0	0	0	38930	0	0	0	0	0	60	0	60	280	200	4690	4630	2160	2470	60	60	40	20	30880	22020	8860	6350	0	2510	2510	28170	26280	1890	7250	5090	2160	0	28760	11830	5030	11910	5330	2300	690	690	0	1610	10	0	0	0	0	0	0	0	0	0	150	2870	0	7880	67250	25970	56000	59370	10700	2760	8380	1240	2890	21050	8990	30030	3360	3140	1350	1790	230	90	140	388660	366660	7320	70160	289190	22000	40	8980	12980	0
DK02	flg																											-1																																																				-1																														-1
DK03	ha	1584980	787860	719210	407770	211560	0	12160	160500	11610	4620	0	7300	2220	1840	380	12690	11120	450	1120	48350	0	0	0	48240	0	0	0	0	0	0	0	0	40	70	2800	2750	360	2380	50	250	20	230	213230	110910	102320	79350	0	22970	22970	22260	18230	4030	9650	7530	2120	0	59510	33190	9310	17020	9130	2720	1000	1000	0	1710	10	0	0	0	0	0	0	0	0	0	690	5720	10	11000	454610	180640	437880	443610	76380	8940	70290	4410	20620	235600	21640	257240	5730	5490	2540	2950	240	130	110	1130370	1051680	21200	201760	828720	78680	39830	23810	15040	0
DK03	flg																											-1					-1																																																																													-1
DK04	ha	1663530	791780	727070	448310	206260	0	16810	192050	12760	2580	0	17860	3990	3100	890	20090	18380	0	1700	43690	0	0	0	43480	0	0	80	0	0	10	0	90	20	100	3430	3430	70	3360	10	80	0	50	177040	104910	72130	50190	0	21940	21910	20410	14230	6180	10020	7160	2860	0	56130	26520	12360	17260	8580	600	200	200	0	400	0	0	0	0	0	0	0	0	0	0	500	7470	10	12840	369100	154610	352020	356270	68950	8420	56180	3060	17990	170150	27270	197420	4240	3760	1690	2070	490	270	220	1294430	1241380	24200	236330	980850	53040	22810	14140	16100	0
DK04	flg																		-1																							-1						-1																				-1																																										-1
DK05	ha	1101050	490900	443130	269090	145580	0	13450	85060	12240	320	0	12440	1690	1500	190	7010	5970	0	1030	25610	0	0	0	25590	0	0	0	0	0	0	0	0	0	20	570	570	30	540	0	10	0	10	124510	70330	54180	33410	0	20770	20770	8700	4900	3800	5940	3860	2070	0	43890	23150	6770	13980	3870	190	70	70	0	120	0	0	0	0	0	0	0	0	0	0	90	3590	0	9620	278340	114130	266480	268730	49560	5940	41600	2470	14560	132070	20270	152350	2250	1940	940	1010	300	190	120	822710	774990	15520	148790	610680	47710	26040	6210	15460	0
DK05	flg																		-1												-1		-1	-1						-1																																								-1																														-1
EE00	ha	306280	940930	640040	275140	119390	0	12620	104660	34180	0	0	4290	7330	7220	110	6170	6110	0	60	99330	0	0	0	98190	0	0	170	480	0	0	0	700	450	0	2030	2000	1500	500	30	30	20	10	206060	123580	82480	1660	77160	80830	3670	1790	1790	0	42160	620	41540	1710	296060	186640	0	109430	3120	2570	1210	1210	0	1360	0	0	0	0	0	0	0	0	0	0	550	0	0	5390	196580	75780	182110	191190	25120	7670	29250	2130	11610	96260	10070	106330	9080	8710	6550	2170	370	250	120	109710	89090	3420	17760	67910	20550	7300	11990	1270	70
EE00	flg																														-1																																																																															
EL11	ha	217110	346760	315100	161150	32270	68800	750	11980	1220	43100	2130	890	2760	170	2580	8410	3830	4560	20	79680	7410	0	48420	1440	21720	200	0	20	0	0	0	20	80	390	6990	6910	3310	3610	80	20	10	10	26610	18790	7820	3020	3560	4790	1230	260	0	250	29230	6710	22520	550	10900	4600	5780	520	20210	3710	2150	1160	980	0	1570	0	12240	2530	9710	4110	0	1640	2470	10	60	80	0	2730	185430	35110	77440	182700	11070	7620	7140	3230	6030	20700	21640	42340	105260	62650	52440	10210	42610	35310	7290	31680	20350	610	5000	14740	11250	2260	7840	1150	70
EL11	flg																																																			-1																	-1											-1																														
EL12	ha	407000	641670	499400	337620	51170	196370	2580	19540	3760	39070	22940	2200	2550	1480	1080	12200	1420	10700	70	72510	6440	0	55950	3700	5040	90	0	140	0	0	0	160	1040	90	10800	10200	6160	4050	590	80	40	40	39890	22380	17510	6790	9710	10720	1010	210	110	100	23540	6950	16590	530	49550	39370	3580	6610	92200	55100	50710	48340	2370	0	4390	30	30900	10900	20000	5300	840	3510	940	10	520	340	0	3450	285700	69130	140850	282240	18160	20320	15640	4940	10070	60000	11730	71730	141390	89230	73700	15520	52160	40770	11400	121300	37200	870	9330	27010	83840	58930	16790	8120	250
EL12	flg																													-1		-1																																																																														
EL13	ha	98020	222760	184710	131030	47040	42740	12020	16770	410	11440	0	610	4600	640	3960	3220	1460	1710	50	1430	380	0	0	190	490	0	0	0	0	0	0	0	320	40	930	910	480	440	20	10	10	0	21600	14130	7470	1710	4430	5760	1330	20	0	10	21880	2730	19150	250	29510	28110	710	690	8290	5780	4010	4010	0	0	1770	0	190	20	170	2220	790	1360	70	0	80	20	0	1180	87620	13200	29940	86440	4070	3250	2990	1430	1460	11700	5040	16740	56500	40110	33800	6310	16390	12810	3580	10400	5940	130	1480	4330	4420	430	2960	1030	50
EL13	flg											-1												-1			-1																-1									-1														-1			-1								-1																																	
EL14	ha	305480	392200	309930	180870	14870	119940	1090	20020	4510	19780	0	650	2490	400	2080	2160	480	1650	30	77930	430	0	77040	0	190	0	0	0	0	0	0	0	190	70	7150	7000	6210	790	150	60	40	20	26070	15270	10800	1950	7470	8860	1380	330	180	140	12870	6650	6220	690	34060	21600	10410	2050	47530	15440	7250	7020	230	0	8190	40	27350	21030	6320	4190	400	3150	630	10	150	360	0	2940	240910	33450	76910	237970	12900	6700	7680	2350	3820	13860	29600	43460	161050	119730	89840	29890	41320	31070	10250	64580	50060	1820	12580	35650	14340	4430	6620	3290	180
EL14	flg											-1													-1		-1		-1			-1	-1																																																																													
EL21	ha	257180	104140	32030	9490	150	140	450	260	2310	5910	100	170	250	20	230	560	550	0	0	240	0	0	180	0	0	50	0	0	0	0	0	0	0	0	630	460	240	210	180	10	0	0	19380	12620	6760	2080	2860	4680	1820	20	10	20	1450	1270	180	740	42510	24860	17450	190	28860	2210	1110	250	860	0	1100	6020	19900	4280	15620	690	160	500	30	0	30	10	0	1260	145390	19210	43800	144130	6600	2350	3530	2480	4260	7580	17000	24580	100330	80500	56340	24160	19830	14560	5270	111790	29800	620	8750	20440	81900	66720	14450	720	90
EL21	flg																		-1	-1		-1										-1	-1	-1	-1							-1	-1																																		-1																																	
EL22	ha	33570	77000	7590	2500	130	890	0	200	1220	50	0	0	120	30	90	540	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	380	170	200	10	0	0	0	2530	240	2290	230	360	2060	1710	20	0	20	1480	1200	280	750	30550	12030	18080	440	38120	180	100	100	0	0	80	670	33750	40	33710	3490	250	1910	30	1300	10	10	0	590	28610	2100	3600	28020	880	440	290	290	200	270	1240	1510	24420	12370	9760	2610	12050	9450	2600	4960	1090	30	380	680	3650	950	2150	550	220
EL22	flg							-1					-1							-1	-1			-1		-1								-1							-1	-1	-1									-1														-1														-1																														
EL23	ha	289420	298450	123410	60730	1510	2860	30	7260	31200	16160	950	770	320	140	190	5010	5000	0	0	2160	60	0	1910	0	120	10	0	10	0	0	0	10	20	30	9470	8830	6770	2060	650	40	30	10	32830	19400	13440	3180	5750	10250	4510	40	0	30	12800	9550	3250	1500	61740	38900	22510	330	111800	3050	980	860	120	0	2070	7880	87310	14840	72480	13430	1360	5000	130	6940	100	30	0	2100	238360	22410	40730	236250	7900	2840	3550	3290	4840	6330	12000	18320	195520	147880	106130	41750	47640	33380	14260	51060	33200	800	11770	20630	17400	6670	8850	1870	460
EL23	flg																			-1					-1							-1																				-1																												-1																														
EL24	ha	165970	334580	173240	88530	1250	65790	100	9920	4950	5610	760	140	1380	170	1200	2480	2400	80	0	27560	50	0	27050	0	80	0	0	0	0	0	0	0	260	100	8040	8010	5380	2630	30	20	20	0	19160	12190	6970	1160	4560	5810	1260	2360	20	2330	23730	11570	12160	780	72290	28090	43100	1100	88260	6020	2370	2220	150	0	3650	370	75300	21150	54150	5690	0	5570	110	0	200	690	0	1190	112030	10720	18840	110840	3800	1710	2230	1090	1900	3270	4850	8120	92000	54810	42290	12520	37190	28030	9150	53950	26740	590	6710	19440	26970	15540	8630	2800	240
EL24	flg																			-1					-1		-1		-1	-1			-1										-1																																		-1			-1																														
EL25	ha	150530	338210	45660	18460	2080	5700	20	3690	5680	1130	60	120	500	120	390	1930	1910	0	30	130	0	0	0	0	120	0	0	0	0	0	0	0	10	0	3970	3610	1940	1660	370	30	10	20	9780	1590	8190	2110	3340	6080	2740	180	10	180	10660	8410	2250	880	56120	30060	24400	1660	235550	12610	7110	7110	0	0	5500	21500	179720	9240	170480	21240	3200	5000	6250	6790	130	340	0	2180	115870	7240	11170	113690	2590	1570	1400	870	800	1180	2750	3930	102520	50810	34530	16280	51710	33610	18100	34660	20190	550	5630	14010	14180	5710	7110	1360	300
EL25	flg																							-1					-1	-1			-1																																	-1														-1																														
EL30	ha	68210	46970	12350	5550	360	3690	0	900	450	50	0	30	90	30	60	150	150	0	0	930	0	0	900	0	0	0	0	0	0	0	0	0	0	0	2140	1980	530	1450	150	200	130	70	720	50	670	50	300	620	320	40	10	30	2550	2160	390	70	4640	1460	3160	10	29910	2060	210	210	0	0	1840	910	21890	150	21740	4960	30	4880	30	20	80	20	0	350	15530	1600	3210	15180	410	290	470	220	220	1270	340	1610	11970	8020	6100	1910	3950	2850	1100	52680	1480	70	540	870	50930	21370	28950	610	270
EL30	flg							-1				-1							-1	-1		-1			-1	-1	-1							-1																																-1																																												
