Spat_code	Unit	C_LIVEST_L	AGRAREA	B_1	B_1_1	B_1_1_1	B_1_1_2	B_1_1_3	B_1_1_4	B_1_1_5	B_1_1_6	B_1_1_7	B_1_1_99	B_1_2	B_1_2_1	B_1_2_2	B_1_345	B_1_3	B_1_4	B_1_5	B_1_6	B_1_6_1	B_1_6_2	B_1_6_3	B_1_6_4	B_1_6_5	B_1_6_6	B_1_6_7	B_1_6_8	B_1_6_9	B_1_6_10	B_1_6_11	B_1_6_7_11	B_1_6_12	B_1_6_99	B_1_7	B_1_7_1	B_1_7_1_1	B_1_7_1_2	B_1_7_2	B_1_8	B_1_8_1	B_1_8_2	B_1_9	B_1_9_1	B_1_9_2	B_1_9_2_1	B_1_9_2_2	B_1_9_2_2_99	B_1_9_2_99	B_1_10_11	B_1_10	B_1_11	B_1_12	B_1_12_1	B_1_12_2	B_2	B_3	B_3_1	B_3_2	B_3_3	B_4	B_4_1	B_4_1_1	B_4_1_1_1	B_4_1_1_2	B_4_1_2	B_4_1_3	B_4_2	B_4_3	B_4_3_1	B_4_3_2	B_4_4	B_4_4_1	B_4_4_2	B_4_4_3	B_4_4_4	B_4_5	B_4_6	B_4_7	C_1L	C_1_3L	C_2_1_2_5L	C_2L	C_21399L	C_2_1L	C_2_2L	C_2_3L	C_2_4L	C_2_5L	C_2_6L	C_2_99L	C_2_6_99L	C_3L	C_3_1L	C_3_1_1L	C_3_1_99L	C_3_2L	C_3_2_1L	C_3_2_99L	C_4_5_6L	C_4L	C_4_1L	C_4_2L	C_4_99L	C_5L	C_5_1L	C_5_2L	C_5_3L	C_6L
RO11	ha	769190	1808350	793160	417820	105700	830	1960	15190	26310	256110	20	11700	1090	980	110	31300	26080	4970	260	53410	40	10	0	5940	39610	6560	0	90	10	0	0	100	30	1110	5650	5530	4600	930	120	160	130	40	120910	18330	102580	5050	84270	97530	13260	2930	410	2520	159880	91500	68380	26400	954190	816700	51470	86020	34600	28520	27930	27930	0	100	490	0	0	0	0	5010	710	4210	100	0	420	640	0	55420	493780	78490	295230	438360	22780	4780	18520	7320	25080	212370	4370	216740	143120	133870	114240	19620	9260	7630	1630	275420	172850	4400	33410	135050	101940	26580	67850	7510	630
RO11	flg																											-1			-1																																																																															
RO12	ha	754550	1627290	528580	270660	99570	50	3600	19650	13000	127490	0	7290	570	470	100	49140	38610	9870	660	10330	290	240	0	3710	3190	1570	0	200	0	0	0	320	870	150	2800	2770	2250	510	30	120	90	30	95650	14210	81440	7510	59780	73930	14150	2780	230	2560	96530	52930	43600	16630	1066800	948680	40940	77180	15290	9060	8610	8610	0	190	250	0	0	0	0	5670	3700	1930	40	0	300	260	0	57290	521480	78900	270750	464180	20750	5420	20650	9630	22460	187000	4860	191850	193430	182480	154520	27960	10950	9260	1690	233070	141430	3090	35410	102940	91090	27680	54870	8540	540
RO12	flg																											-1		-1	-1																																																																															
RO21	ha	1001330	1940160	1193440	715700	214260	780	7240	26540	30290	434310	0	2280	4540	3890	650	34680	26050	7900	740	183420	10	0	0	41670	98240	40620	90	1290	0	0	0	1400	1200	210	4880	4740	3730	1010	140	60	40	10	180130	14210	165920	6120	150510	159800	9290	1960	610	1350	68070	56290	11780	44840	659230	564430	54470	40330	42640	12430	12050	12050	0	90	280	0	0	0	0	29550	7450	21850	250	0	260	410	0	120440	671480	125720	409710	551040	43080	18400	21900	12060	30280	279110	4880	283990	141340	121740	103470	18280	19590	15230	4370	329840	157710	2060	28580	127070	171530	45100	94860	31570	600
RO21	flg											-1											-1							-1	-1																																																																															
RO22	ha	800190	2194370	1715780	1043680	512300	1760	1400	179590	17140	317530	7040	6930	10460	9990	470	2080	1590	240	240	490840	0	0	0	233050	228930	12680	970	890	10	0	0	1870	13370	620	16320	15650	13620	2030	660	50	30	20	97430	12660	84760	3270	73020	81500	8480	3160	1950	1210	51770	41420	10360	25110	376360	282930	41650	51780	77120	12710	12540	12540	0	40	130	0	0	0	0	61790	22000	36180	3610	0	910	1710	0	72260	421040	66060	189270	348770	19510	9970	11390	10660	14540	119220	4000	123220	159500	128690	110330	18370	30810	25380	5430	379150	235900	4850	41340	189710	143090	29450	83780	29870	160
RO22	flg																					-1									-1																																																																															
RO31	ha	869440	2333680	1858880	1190930	653020	2350	950	137040	20400	368170	3060	5930	11630	11050	580	10410	10330	0	90	472990	630	0	0	216220	237300	8100	50	1500	0	0	0	1550	3590	5590	15780	15040	13350	1700	740	150	110	40	78590	14370	64220	1810	52760	62410	9650	2750	1170	1580	75650	66550	9100	31180	380570	330920	26160	23490	63050	37630	37460	37460	0	90	80	0	0	0	0	24590	5960	18250	380	0	460	370	0	77880	384220	51670	203540	306330	14840	6510	8740	6430	15150	148500	3370	151870	102790	79980	63660	16320	22820	17700	5110	485230	241060	5360	32680	203030	243930	71760	124810	47360	230
RO31	flg																		-1				-1																																																																																							
RO32	ha	53140	62450	57440	33560	19340	0	110	5000	460	8130	0	520	170	170	0	10	10	0	0	15490	0	0	0	6680	8430	0	0	0	0	0	0	0	210	0	850	620	360	260	230	120	90	30	4400	980	3420	870	2110	2550	440	50	0	50	2790	1980	810	1830	1870	1410	0	0	1310	660	590	590	0	60	10	0	0	0	0	500	10	480	10	0	120	30	0	1510	11100	1860	6180	9580	460	180	450	240	520	4160	170	4320	3400	2580	2130	450	820	610	210	42040	35890	810	7370	27710	6150	940	3690	1520	10
RO32	flg															-1				-1							-1		-1				-1		-1																	-1								-1	-1																																																	
RO41	ha	625500	1608410	1153880	745260	420660	770	5720	41140	19230	249990	2390	5360	1700	1660	40	3010	2990	0	20	146970	40	0	0	60530	84470	140	0	390	0	0	0	390	1000	400	7300	6550	4970	1570	760	30	20	20	29770	2880	26890	250	24440	26640	2190	4050	190	3860	215780	116840	98940	17960	384070	301100	36960	46010	52500	21990	21790	21790	0	30	170	0	0	0	0	29870	4920	24840	110	0	270	380	0	65550	315670	50090	165440	250120	13710	5100	7410	10790	13090	111510	3840	115350	84690	60180	48470	11710	24510	18200	6310	309830	173080	4140	22410	146530	136610	24440	72210	39970	130
RO41	flg																											-1																																																																																		
RO42	ha	570840	1731410	1005250	541990	216990	1290	760	31120	12680	268040	0	10940	550	530	20	15240	12640	2340	260	92800	110	0	0	24720	58640	6710	0	910	0	0	0	910	1280	440	5470	5330	4070	1250	140	70	50	10	63890	12440	51460	2440	42370	49020	6650	3190	1370	1820	282040	156930	125110	18080	683160	528220	54030	100910	24920	18870	18220	18220	0	110	530	0	0	0	0	4380	2880	1150	350	0	640	1030	0	23650	287720	35740	127040	264070	10560	2380	7910	3550	11330	89480	1820	91300	137030	131700	112750	18950	5340	4310	1030	283110	214500	7840	43400	163260	68260	13870	44950	9440	350
RO42	flg											-1																		-1	-1																																																																															
SE11	ha	29460	94840	83670	28280	14740		410	8200	3760		0	1160	1500	1500	0	120	110	0		4910	0	0	0	4010	10	0	880	0	0	0		880		0	80	70	0	70	10	10		10	36360	36080	280	60			220	160	150	10	12250	0	12250		11150	11150	0	0	20	20	20	20	0	10	0	0	0	0	0	0			0	0	0		0	7870	24340	7710	14420	16470	2460	1360	2070	680	1150	3940	2770	6710	2040	2040	870	1170	0	0	0	5120	3780	50	410	3310	1350	0	1350	0	0
SE11	flg																		-1											-1	-1				-1																									-1																		-1																													-1		-1	
SE12	ha	337600	789860	696020	312820	155220		5680	87660	49090		0	15170	17590	17580	0	2910	2870	0		47060	0	0	0	33920	50	0	12760	90	20	130		13000		0	1000	990	0	970	10	20		20	235540	229650	5890	1270			4620	4960	4910	60	74130	0	74130		93700	93170	530	0	140	130	80	80	0	50	0	0	0	0	0	0			0	0	10		0	19050	216590	98280	184680	197540	34020	19010	27180	4960	13100	57960	28440	86400	12860	12860	5890	6970	0	0	0	121010	81150	2590	17060	61490	39860	6410	33430	30	0
SE12	flg															-1			-1																-1			-1																																																																								
SE21	ha	383080	502800	347160	92160	24960		1380	40090	14950		0	10780	3520	2860	660	2800	2520	280		9780	0	0	0	9490	10	0	170	0	0	50		220		60	1840	1840	0	1830	0	10		10	226770	214130	12640	5630			7010	380	370	10	9890	0	9890		155440	132310	23130	0	200	190	110	110	0	80	0	0	0	0	0	0			0	0	10		0	13930	314560	151350	285970	300630	50080	30760	42480	7920	20120	99480	35140	134620	14660	14660	6680	7980	0	0	0	68520	39690	1480	9000	29200	28830	10310	18490	30	0
SE21	flg																												-1	-1								-1		-1																																																																						
SE22	ha	343550	545800	475090	216860	113650		11410	77170	8370		0	6260	2720	2710	20	50550	13730	36810		43710	0	0	0	42910	20	0	560	150	0	30		760		20	13120	13070	6970	6100	50	40		40	135460	125560	9900	5920			3980	4960	4940	20	7680	0	7680		68760	68590	170	0	1950	1740	1570	1570	0	160	0	0	0	0	0	0			0	0	210		0	15960	190980	90490	167560	175020	31390	17990	24810	4610	11680	43180	33890	77080	7460	7460	3390	4070	0	0	0	152560	106690	3250	22210	81230	45880	22950	19390	3540	0
SE22	flg																													-1																																																																																
SE23	ha	424770	655380	577020	233990	83220		4370	57110	69270		0	20030	10320	10310	0	5760	4960	800		22370	0	0	0	17550	20	0	4690	20	0	40		4770		20	3650	3640	2360	1270	10	20		20	247830	235730	12100	3350			8750	3870	3830	40	49220	0	49220		77970	74750	3220	0	390	180	120	120	0	60	0	0	0	0	0	0			0	0	210		0	21370	277630	129390	245790	256270	44010	24640	37650	6360	16730	85280	31120	116400	10480	10480	4780	5700	0	0	0	147140	112960	3520	23470	85970	34180	5430	28710	40	0
SE23	flg															-1														-1																																																																																
SE31	ha	119330	261230	235740	57490	7680		970	30260	16710		0	1860	1110	1110	0	1720	1700	0		2430	0	0	0	2280	0	0	80	0	0	0		90		50	300	290	0	290	0	10		10	152330	148060	4280	80			4200	580	540	50	19780	0	19780		25410	15920	9490	0	80	70	0	0	0	70	0	0	0	0	0	0			0	0	0		0	9320	101280	47210	86620	91970	15000	10700	11900	3320	6280	22200	17200	39400	5350	5350	2560	2790	0	0	0	18050	15970	400	3080	12500	2080	20	1890	160	0
SE31	flg																		-1							-1			-1	-1	-1									-1																								-1	-1													-1																																
SE32	ha	56340	106400	91070	7030	110		0	5760	730		0	430	0	0	0	320	320	0		60	0	0	0	10	0	0	0	0	0	10		10		40	90	80	0	80	10	0		0	82080	78550	3530	0			3510	40	30	10	1440	0	1440		15280	6540	8740	0	50	50	0	0	0	50	0	0	0	0	0	0			0	0	0		0	3550	51060	22840	45620	47510	7420	3950	6300	1650	3520	15920	6860	22780	1890	1890	930	960	0	0	0	5280	2160	40	330	1790	3120	0	3030	0	0
SE32	flg													-1	-1													-1													-1		-1				-1																	-1	-1													-1																													-1		-1	
SE33	ha	57760	110000	105700	14660	400		0	12540	1510		0	210	0	0	0	980	980	0		570	0	0	0	60	0	0	0	0	0	0		0		510	90	90	0	90	0	0		0	83100	80100	2990	0			2990	50	40	0	6250	0	6250		4190	3860	0	0	110	110	0	0	0	100	0	0	0	0	0	0			0	0	0		0	2580	48410	21730	44090	45830	7190	3810	6810	1240	2690	20130	2220	22350	1740	1740	860	880	0	0	0	9350	7730	190	1250	6290	1630	0	1630	0	0
SE33	flg							-1						-1	-1													-1	-1				-1							-1	-1		-1										-1							-1				-1	-1													-1																													-1		-1	
SI01	ha	378550	343520	140570	85130	29140	0	720	15990	1370	34450	0	3460	750	670	80	2730	2450	0	280	13050	0	1490	0	5140	180	80	0	6130	0	0	0	6130	40	0	680	570	230	340	110	40	10	30	37740	16660	21080	17830	2930	3250	320	200	140	60	270	270	0	740	185190	159630	25560	0	17010	7190	6600	6600	0	20	570	0	0	0	0	9600	9100	500	0	0	220	0	0	11760	252030	118370	228630	240280	39180	34390	28070	5260	11470	73630	36640	110270	11640	9660	6260	3400	1980	1090	890	126520	83290	2070	14890	66330	42940	18820	15760	8360	280
SI01	flg																													-1																																								-1		-1																																						
SI02	ha	139930	139130	28510	8810	2810	0	80	2740	410	1980	0	810	140	130	10	1750	1680	0	70	270	0	0	0	170	30	30	0	40	0	0	0	40	10	0	640	620	160	450	20	40	20	20	16640	7650	8990	7650	1220	1340	120	140	120	20	80	80	0	320	100520	76180	24340	0	9780	2000	1850	1850	0	20	120	0	890	0	890	6750	6730	30	0	0	150	0	0	6380	115070	51990	103070	108680	17490	13600	12480	2540	5890	34320	16760	51080	5620	4110	2760	1350	1510	880	620	24860	9050	840	3220	4990	15750	760	5240	9750	60
SI02	flg																																																																																																													
SK01	ha	26130	75810	67630	36930	14720	1550	2920	6240	920	10360	0	220	600	560	0	2320	1150	1130	40	11900	0	0	0	5720	5090	530	0	550	0	0	0	550	0	0	1020	1010	1010	0	0	130	130	0	12030	2840	9190	4070	4930	5120	190	410	0	390	2280	210	2070	10	4920	2240	1080	1600	3250	420	340	340	0	0	0	0	0	0	0	2810	2740	40	30	0	0	0	0	420	11280	5820	10780	10860	1430	320	1480	0	2060	4130	830	4960	80	50	50	10	30	20	10	14850	4050	230	2940	890	10790	460	10210	120	0
SK01	flg															-1																		-1						-1			-1									-1															-1	-1										-1											-1																					-1
SK02	ha	318640	812180	735640	442710	182720	15940	6330	89660	5200	139790	0	3060	7060	5760	1310	19360	2450	16650	260	160720	0	240	0	85580	66400	3820	340	3510	0	0	0	3840	760	0	6060	5990	5990	0	70	90	70	30	91300	14160	77150	34660	40380	42480	2100	720	130	600	7610	2490	5120	400	64230	58670	2860	2700	11910	5430	4740	4740	0	630	60	0	0	0	0	6160	5990	80	100	0	310	0	0	1990	146820	64450	139620	144830	22480	10710	21760	2190	7310	69860	5310	75160	5210	4970	4280	690	240	170	70	171820	95640	2640	18210	74790	76150	32210	38060	5880	30
SK02	flg																					-1													-1																																																																											
SK03	ha	187450	466030	210230	90090	47030	2570	5280	13520	5360	13930	0	2400	1350	1220	130	2570	2270	140	170	36240	0	0	0	27770	5160	1590	780	940	0	0	0	1720	0	0	2560	2550	2550	0	10	20	20	0	69280	18140	51140	19990	28460	31160	2690	100	0	80	8000	1550	6450	440	253330	195330	52400	5600	2040	1130	570	570	0	360	210	0	0	0	0	900	880	10	0	0	10	0	0	1690	126310	44810	102310	124620	13590	4490	14930	2110	9690	46860	10640	57500	22310	21790	18170	3620	510	380	140	61150	25920	870	5480	19570	35200	7100	27070	1030	20
SK03	flg																					-1												-1									-1									-1																								-1																																		
SK04	ha	136110	541480	330010	137560	81530	660	2040	25500	5310	15750	0	6790	4400	3030	1380	3090	2890	0	200	74020	0	0	0	49320	12070	9420	940	1290	0	0	0	2300	920	0	2860	2830	2830	0	30	10	10	0	94120	35870	58250	19320	35320	38930	3610	250	40	210	13680	1390	12290	230	208800	180990	22840	4970	2450	1180	890	890	0	270	30	0	0	0	0	1180	1130	30	20	0	90	0	0	1420	105070	37390	90700	103650	13150	2970	12900	1270	7100	33380	19940	53320	12950	12630	10500	2130	320	230	90	31040	17960	740	4500	12720	13050	6230	6500	330	20
SK04	flg																		-1			-1								-1													-1																																																																			
UKC1	ha	170800	176160	65630	41750	27210		0	12930	1450		0	140	960	960		620	470	0	150	10340	0		0	10290		0	0	0			0	0	0	0	50	50	50		0	10	0	0	9580	9290	290	140	0	160	140	110	0	80	2220	80	2140	0	110510	82200	28150	160	20	20	10	10	0	0		0	0	0	0	0		0	0	0	10	0	0	4630	137000	48240	79030	132370	13880	11540	11190	4950	6670	8830	21970	30800	53340	53290	23640	29640	60	30	30	33800	15000	590	2110	12290	18800	12940	5410	460	0
UKC1	flg							-1											-1									-1	-1				-1	-1	-1					-1		-1	-1					-1				-1															-1												-1																															
UKC2	ha	251390	372780	117390	71590	39740		0	26130	5370		0	340	2940	2940		1830	990	0	820	15840	0		0	15580		0	180	0			0	190	30	40	920	920	920		0	10	0	0	19730	19120	620	110	150	510	350	330	0	320	4210	210	4000	0	255320	176360	78770	0	70	10	10	10	0	10		0	0	0	0	0		0	0	0	0	0	0	3820	240150	62190	107030	236320	20090	13070	14400	6330	8310	6000	38840	44840	129300	129270	56800	72470	20	10	20	11240	5670	180	2230	3270	5570	0	2640	1840	0
UKC2	flg							-1											-1										-1											-1		-1	-1									-1									-1																	-1	-1																												-1			
UKD1	ha	570130	438380	67860	26320	6050		0	18980	550		0	730	220	220		1060	430	20	620	740	0		0	680		0	10	0			0	10	10	50	90	90	90		0	20	0	0	38380	35570	2810	2460	60	350	290	140	70	70	900	50	850	0	370430	280480	89890	50	90	50	40	40	0	0		0	0	0	0	0		0	0	0	10	30	0	3900	529210	174530	332670	525320	53700	26950	45830	13270	34780	108400	49740	158140	192650	192490	87330	105170	160	80	80	40920	11980	200	1920	9860	28940	15930	11220	1790	0
UKD1	flg							-1																					-1											-1		-1	-1																								-1						-1		-1																																			
UKD3	ha	35010	37320	7150	3840	1820		0	1670	340		0	0	40	40		280	230	0	50	400	0		0	390		0	0	0			0	0	0	0	50	40	40		0	10	0	0	2220	2010	210	210	0	0	0	60	0	0	240	30	210	0	30140	23970	6040	0	40	0	0	0	0	0		0	0	0	0	0		0	0	0	30	0	0	3400	25890	9820	17310	22490	2820	1350	2490	1010	2160	4280	3210	7490	5180	5160	2490	2680	20	10	10	9130	2100	20	340	1750	7020	2760	4210	50	0
UKD3	flg												-1						-1									-1	-1				-1	-1	-1					-1		-1	-1					-1	-1	-1		-1	-1								-1		-1	-1	-1		-1												-1																															
UKD4	ha	292050	202310	40100	15140	8830		0	5060	1010		0	240	560	560		3200	2630	50	530	930	0		0	850		0	30	0			0	30	30	10	3870	3800	3800		70	90	50	40	15010	12400	2610	2460	30	150	120	140	0	90	1150	140	1000	0	162130	134270	27690	160	80	20	20	20	0	0		0	0	0	0	0		0	0	0	40	20	0	4860	231850	84250	161730	226980	23310	12230	22430	6780	19500	64310	13170	77480	65250	64750	28890	35860	500	380	130	60200	13370	350	2530	10480	46840	6500	22980	17360	0
UKD4	flg																												-1																							-1															-1						-1		-1																																			
UKD6	ha	232370	158100	66520	23820	13680		0	8050	1490		0	600	750	750		4420	3960	50	410	2570	0		0	2430		0	0	0			0	0	0	40	530	530	530		10	20	0	20	33170	24020	9140	8870	20	270	250	240	120	120	990	90	900	0	91350	88090	3250	0	230	50	30	30	0	20		0	0	0	0	0		0	0	0	170	10	0	4230	202130	79410	181580	197900	22010	9300	23320	6660	18120	94390	7780	102170	16320	16240	7460	8780	90	40	50	30230	8890	100	1840	6950	21340	6910	7730	6700	0
UKD6	flg							-1																				-1	-1				-1	-1								-1																			-1												-1		-1																																			
UKD7	ha	9020	17900	12840	7330	4120		0	2650	530		0	0	310	310		550	480	20	60	890	0		0	880		0	0	0			0	10	0	0	750	750	750		0	0	0	10	2290	2010	290	270	0	20	20	20	0	10	660	0	340	0	4990	4950	30	0	60	10	0	0	0	10		0	0	0	0	0		0	0	0	0	0	0	1030	7860	3370	5950	6830	740	540	820	490	770	1870	710	2580	870	870	350	520	10	0	0	1160	940	20	310	620	220	0	150	70	0
UKD7	flg												-1															-1	-1					-1	-1					-1	-1	-1						-1				-1			-1						-1			-1	-1								-1		-1			-1	-1																				-1	-1							-1			
UKE1	ha	250580	263060	233170	145200	107120		360	35140	2510		0	70	7220	7220		10860	6430	3740	690	41330	0		0	39020		0	1280	80			0	1360	70	880	10070	9980	9980		80	30	0	20	10550	8940	1600	1080	410	530	120	860	60	800	7060	430	6630	0	29770	28080	1620	70	130	20	10	10	0	0		0	0	0	0	0		0	0	0	80	30	0	2080	49120	23740	37100	47050	7600	6400	5170	1970	2600	4480	8880	13360	9950	9250	4060	5190	700	0	0	201460	122310	3870	25460	92980	79150	43750	14870	20540	0
UKE1	flg																																									-1																									-1						-1		-1																								-1	-1										
UKE2	ha	687990	597230	272040	166310	103770		0	56550	5200		0	770	8470	8470		13720	7650	3120	2960	36220	0		0	34450		0	850	50			0	900	90	770	2000	1970	1970		30	30	20	10	36420	32110	4310	3580	250	730	480	780	190	590	8090	380	7710	0	324850	235670	88930	240	340	50	30	30	0	30		0	0	0	0	0		0	0	0	130	150	0	7460	454980	166130	279410	447510	46100	37800	38790	18150	25300	68780	44510	113290	168100	167230	73310	93920	870	700	170	233020	154940	4510	31040	119390	78080	22080	32770	23230	0
UKE2	flg							-1																																																																	-1		-1																																			
UKE3	ha	51970	77600	47750	26770	19520		100	6770	320		0	60	1850	1850		2600	1040	1310	250	9090	0		0	8120		0	780	0			0	780	10	190	570	570	570		0	0	0	0	5030	4470	560	480	30	80	50	190	0	120	1640	40	1600	0	29810	21330	8410	0	40	20	10	10	0	10		0	0	0	0	0		0	0	0	0	10	0	2240	36320	16160	26640	34080	4840	3460	4140	1280	2450	6510	3970	10480	7440	7410	3490	3920	30	10	10	15650	13080	260	2760	10050	2570	0	2030	540	0
UKE3	flg																												-1											-1	-1	-1	-1									-1									-1												-1		-1			-1																													-1			
UKE4	ha	91450	91070	31810	17120	10900		0	5830	260		0	130	840	840		1530	1190	200	140	4940	0		0	4760		0	110	0			0	110	0	0	860	860	860		0	0	0	0	5870	5630	240	220	0	20	20	50	0	30	600	50	540	0	59200	46570	12540	80	60	20	10	10	0	10		0	0	0	0	0		0	0	0	30	20	0	3970	72810	29240	50690	68840	8410	5390	7080	3120	5240	11510	9940	21450	18150	18100	8160	9930	50	20	30	18640	11340	290	3850	7200	7290	2090	4560	640	0
UKE4	flg																												-1					-1	-1					-1	-1		-1					-1				-1																					-1		-1																																			
UKF1	ha	293920	309140	158530	82630	60350		360	19860	1520		0	530	4820	4820		8160	2790	4830	540	28540	0		0	26400		0	1730	10			0	1740	20	380	4340	4340	4340		0	30	0	10	24750	19940	4800	4250	150	560	410	390	0	340	4890	240	4650	0	150330	124090	25920	320	280	70	50	50	0	20		0	0	0	0	0		0	0	0	170	40	0	6410	213930	90260	163650	207530	26730	14960	22370	8830	17380	48120	25270	73390	43880	43540	19300	24240	340	230	100	79990	30360	800	7870	21690	49630	26350	18890	4390	0
UKF1	flg																																							-1		-1										-1																					-1		-1																																			
UKF2	ha	263870	357780	239660	134260	112690		0	13670	7500		0	400	13720	13720		2190	1000	910	280	56910	0		0	54500		0	1700	20			0	1720	20	680	300	290	290		0	10	10	10	24040	19130	4910	4330	250	590	340	540	70	470	7680	300	7380	0	117720	115690	1780	260	390	130	80	80	0	50		0	0	0	0	0		0	0	0	0	80	0	7110	196420	84340	133690	189310	20250	19260	18920	13020	12890	25930	23420	49350	55620	55430	23580	31850	190	150	40	67450	21690	180	2240	19280	45760	15890	27670	2190	0
UKF2	flg																																							-1																																	-1		-1			-1																																
UKF3	ha	263030	466110	415650	227830	189920		350	34310	2280		0	970	19780	19780		34510	12440	20510	1560	76600	0		0	70710		0	4690	40			0	4720	300	870	26840	26810	26810		30	1530	1480	50	14950	12040	2910	1940	850	970	110	1660	430	1230	11960	620	11340	0	49710	47200	2070	450	740	80	40	40	0	40		0	0	0	0	0		0	0	0	0	50	0	2560	77330	38860	61100	74770	11150	9460	8740	4450	5050	6570	15670	22240	13670	13610	5800	7810	60	30	30	185700	40160	920	10260	28990	145540	60630	48140	36770	0
UKF3	flg																																																																								-1		-1			-1																																
UKG1	ha	416870	415810	236890	125350	97290		110	17960	9260		0	730	12300	12300		10010	7580	900	1530	31750	0		0	28600		0	2290	170			0	2450	290	410	6850	6760	6760		90	60	10	50	41810	32560	9240	8440	410	800	400	1630	570	1050	7140	730	6410	0	171740	168360	2990	400	7170	6770	6020	6020	0	750		0	0	0	0	60		60	0	0	260	70	0	8890	296650	110340	176090	287770	30210	24160	25930	13070	16980	31740	34010	65750	111680	111400	50900	60500	270	170	110	120220	16320	470	3460	12380	103900	57450	25060	21390	0
UKG1	flg																																																																																																													
UKG2	ha	583610	444400	211860	107740	70910		50	28060	7480		0	1250	4480	4480		11700	8170	1700	1830	21170	0		0	20310		0	190	10			0	190	30	630	2170	2170	2170		10	130	110	20	58830	44720	14120	13260	250	860	610	940	180	770	4690	240	4450	0	232100	223950	7850	300	440	170	120	120	0	50		0	0	0	0	30		30	0	0	130	100	0	9040	470680	190120	365020	461630	54530	29940	48820	18780	38050	135930	38970	174900	96610	95940	43510	52440	670	470	200	112940	29370	880	6860	21630	83570	29620	45000	8960	0
UKG2	flg																																																																																																													
UKG3	ha	10770	14040	7720	4110	2940		0	960	200		0	0	320	320		250	140	0	0	1340	0		0	1300		0	0	0			0	0	0	0	70	70	70		0	0	0	0	1400	1030	380	360	0	0	0	0	0	0	220	0	190	0	6220	6090	130	0	100	10	10	10	0	0		0	0	0	0	0		0	0	0	0	0	0	930	8500	3080	5840	7570	1050	420	830	250	530	1400	1360	2760	1730	1730	830	900	10	0	0	2280	1390	0	460	900	890	0	790	0	0
UKG3	flg												-1						-1	-1								-1	-1				-1	-1	-1					-1	-1	-1	-1					-1	-1	-1	-1		-1		-1												-1						-1		-1			-1	-1																				-1	-1			-1						-1	
UKH1	ha	653980	887220	750800	430410	320790		2010	102670	3340		0	1590	35520	35520		107090	28560	76900	1630	93080	0		0	86960		0	4600	80			0	4680	600	830	27590	27490	27490		100	400	350	50	28590	20940	7650	6440	710	1210	500	4080	590	3490	24040	1010	23020	0	132940	117560	13050	2320	3480	2680	1800	1800	0	880		0	0	0	0	60		60	0	0	560	190	0	9940	136070	65680	105710	126130	18530	14800	14250	9330	8770	14460	25570	40030	20430	20240	9240	10990	190	100	90	517900	238640	7070	54040	177530	279260	126440	40620	112200	0
UKH1	flg																																																																																																													
UKH2	ha	53300	167020	134290	84840	71200		0	9780	3760		0	50	11310	11310		1230	480	690	50	23990	0		0	22850		0	950	0			0	1040	60	40	1030	1010	1010		20	100	0	10	6510	5320	1190	800	360	390	30	350	0	290	4930	230	4700	0	32400	31110	1100	180	340	110	90	90	0	10		0	0	0	0	0		0	0	0	210	20	0	4660	30830	12090	19610	26170	3080	2250	2720	1760	2280	3000	4510	7520	6560	6510	2770	3740	50	30	20	22470	7400	80	2040	5270	15070	0	11110	1440	0
UKH2	flg							-1																					-1													-1										-1																					-1		-1																																-1			
UKH3	ha	66560	236160	202150	126220	110080		270	13920	1770		0	170	17020	17020		6540	3250	3130	150	34120	0		0	31150		0	2810	60			0	2880	10	70	1910	1830	1830		80	40	20	20	9780	7070	2710	1000	1500	1710	210	1210	310	900	5310	310	5010	0	33290	31070	1920	300	720	540	370	370	0	170		0	0	0	0	70		70	0	0	60	50	0	4190	27140	11510	18650	22960	3310	2270	2800	1260	1870	3020	4130	7150	4300	4220	2020	2200	90	60	30	39420	11960	280	2980	8690	27470	13090	6290	8080	0
UKH3	flg																																																																																																													
UKI1	ha	50	120	0	0	0		0	0	0		0	0	0	0		0	0	0	0	0	0		0	0		0	0	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	70	0	0	0	0	0	0	0	0		0	0	0	0	0		0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UKI1	flg			-1	-1	-1			-1												-1				-1																			-1	-1															-1																					-1		-1	-1	-1	-1	-1				-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		-1		-1	-1	
UKI2	ha	3980	10230	4840	2800	2130		0	510	0		0	0	180	180		0	0	0	0	480	0		0	340		0	140	0			0	140	0	0	200	200	200		0	10	0	10	810	660	150	150	0	0	0	0	0	0	260	40	210	0	5350	4970	280	0	40	30	20	20	0	0		0	0	0	0	0		0	0	0	10	0	0	1190	3010	640	1390	1820	190	60	150	70	170	470	290	750	430	400	170	230	30	20	10	970	720	0	200	0	240	0	0	80	0
UKI2	flg							-1		-1			-1				-1	-1											-1					-1	-1					-1		-1						-1	-1		-1		-1								-1						-1						-1		-1				-1																								-1		-1		-1	-1		
